"type","certified","body","make","model","trim","mileage","price","year","dealer","city","rating","reviews","badge"
"Used",0,"Sedan","Lexus","ES 350","Base",24296,20699,2017,"OC Auto Exchange","Fullerton",1,115,"Great Deal"
"New",0,"Sedan","Honda","Clarity Plug-In Hybrid","Touring",7,37555,2020,"Weir Canyon Honda","Anaheim",4.9,310,
"New",0,"SUV","Nissan","Rogue Sport","SV",10,22834,2019,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Acura","RDX","A-Spec",6,45025,2020,"Weir Canyon Acura","Anaheim",4.9,537,
"Used",0,"Coupe","Mercedes-Benz",,"CL 550 4MATIC",49170,31995,2012,"California Car Company","Brea",4,14,"Good Deal"
"Used",0,"Wagon","MINI","Cooper S Clubman","",78817,5995,2009,"Metro Auto","La Habra",4.2,45,"Good Deal"
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",44659,19500,2019,"Cal Worthington Ford","Long Beach",4.5,112,"Fair Price"
"Used",0,"SUV","Mazda","CX-9","Sport",37272,19500,2016,"M Motorsport","Long Beach",2.7,26,"Good Deal"
"Used",0,"SUV","Ford","Flex","SE",59338,13540,2017,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"New",0,"SUV","Lexus","NX 300","Base",7,42583,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"New",0,"SUV","Lexus","NX 300","Base",7,43042,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"New",0,"SUV","Lexus","LX 570","Three-Row",5,96040,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"New",0,"SUV","Nissan","Rogue","SV",5,29390,2020,"Cerritos Nissan","Cerritos",5,16,
"Used",0,"SUV","Dodge","Journey","SXT",68779,7943,2012,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,"Great Deal"
"Used",1,"Sedan","Acura","RLX","with Technology Package",20740,34500,2018,"Cerritos Acura","Cerritos",0,11,
"Used",0,"Sedan","BMW","740","Li xDrive",49194,24980,2014,"AutoNation Toyota Cerritos","Cerritos",4.3,916,"Good Deal"
"Used",0,"SUV","Ford","Flex","Limited w/EcoBoost",73624,13989,2011,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500","Laramie",8,39722,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"New",0,"Crew Cab Pickup","RAM","1500","Limited",8,51439,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"Used",0,"Hatchback","Chevrolet","Volt","LT",13474,16989,2017,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Good Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 S",31804,14639,2019,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Great Deal"
"New",0,"SUV","Jeep","Grand Cherokee","High Altitude",11,52473,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"Used",0,"Wagon","Mazda","Mazda5","Touring",56759,9599,2012,"Corona Auto & Truck Wholesale","Corona",0,9,
"New",0,"Hatchback","MINI","Hardtop","Cooper",7,26765,2020,"Long Beach MINI","Signal Hill",3.5,8,
"New",0,"Hatchback","MINI","Hardtop","Cooper",6,28410,2020,"Long Beach MINI","Signal Hill",3.5,8,
"New",0,"Sedan","Honda","Clarity Plug-In Hybrid","",0,34355,2020,"Diamond Honda","City of Industry",2.2,15,
"New",0,"Sedan","Ford","Fusion Hybrid","Titanium",10,29000,2020,"Puente Hills Ford","City of Industry",4.4,196,
"Used",0,"Sedan","Toyota","Avalon","XLE",113795,11950,2014,"Puente Hills Nissan","City of Industry",4.3,37,"Good Deal"
"New",0,"Regular Cab Pickup","RAM","1500 Classic","Tradesman",12,23998,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Express",11,29725,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.3,101,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",23370,6599,2017,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"Used",0,"Sedan","Mercedes-Benz",,"CLA 250",53142,18199,2016,"Corona Motors Direct","Norco",1.6,12,"Good Deal"
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 2500","LTZ",30,54999,2019,"Win Chevrolet","Carson",3.6,213,
"Used",0,"Crew Cab Pickup","Chevrolet","Avalanche","1500",124395,8565,2006,"AUTOCARS Ltd.","La Puente",5,17,"Great Deal"
"Used",0,"Sedan","Honda","Accord Hybrid","EX-L",52165,17199,2017,"California Motor Trade","Downey",2.5,11,"Good Deal"
"Used",0,"Sedan","Ford","Focus","SE",56414,9199,2018,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"Sedan","Nissan","Sentra","SV",30887,10799,2017,"LA Auto Exchange #1","West Covina",1.4,21,
"Used",0,"Crew Cab Pickup","GMC","Sierra 2500","SLT",31217,48391,2019,"Westcoast Auto Sales","Montclair",4.8,1794,"Good Deal"
"Used",0,"Coupe","Dodge","Challenger","R/T Plus",44286,21599,2015,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Crew Cab Pickup","Chevrolet","Avalanche","LTZ",60285,21299,2013,"Montclair Auto Exchange","Montclair",0,0,"Great Deal"
"Used",0,"Sedan","Ford","Fusion Hybrid","SE",36055,13710,2017,"STG Auto Group","Ontario",4.5,347,"Good Deal"
"Used",0,"Sedan","Volkswagen","Jetta","S",126156,4699,2012,"LA Auto Exchange #2","El Monte",5,4,"Great Deal"
"Used",0,"SUV","GMC","Acadia","SLT-1",15541,25995,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,"Good Deal"
"Used",0,"Hatchback","Audi","A7","3.0T Premium Plus",15923,34499,2017,"Montclair Auto Exchange","Montclair",0,0,"Good Deal"
"Used",0,"Crew Cab Pickup","Ford","F-150","XL",46033,26099,2017,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",24440,7699,2017,"Montclair Auto Exchange","Montclair",0,0,"Great Deal"
"Used",0,"Sedan","Audi","A4","2.0T Premium",27855,17899,2017,"Montclair Auto Exchange","Montclair",0,0,"Great Deal"
"Used",0,"Sedan","Honda","Civic","LX",135468,6599,2012,"LA Auto Exchange #2","El Monte",5,4,"Good Deal"
"Used",0,"Sedan","Honda","Civic","LX",53259,9199,2013,"LA Auto Exchange #2","El Monte",5,4,"Good Deal"
"Used",0,"Hatchback","Ford","Focus","SE",39676,10888,2018,"DCH Toyota of Torrance","Torrance",3.9,388,"Great Deal"
"New",0,"Extended Cab Pickup","Nissan","Frontier","SV",7,28998,2019,"Ross Nissan","El Monte",2.5,41,
"New",0,"Sedan","Honda","Accord Hybrid","Touring",9,33464,2019,"Car Pros Honda El Monte","El Monte",0,0,
"Used",0,"Hatchback","Scion","xD","",160871,3995,2008,"You Drive Inc","El Monte",0,0,"Good Deal"
"New",0,"SUV","Honda","HR-V","EX-L",8,25857,2019,"Car Pros Honda El Monte","El Monte",0,0,
"Used",0,"Sedan","Nissan","Maxima","3.5 Platinum",37301,22995,2018,"Billion Auto Group","South Gate",0,1,"Great Deal"
"New",0,"Sedan","Nissan","Versa","1.6 SV",0,19010,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"Used",1,"SUV","Mercedes-Benz","GLC 300","Base",23255,32890,2019,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,"Good Deal"
"New",0,"SUV","Audi","Q7","55 quattro Prestige",29,76290,2020,"Audi South Coast","Santa Ana",4.4,29,
"New",0,"Hatchback","MINI","Hardtop","Cooper",10,27735,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"Convertible","MINI","Convertible","Cooper",10,35520,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","LT Trail Boss",2,46010,2020,"Connell Chevrolet","Costa Mesa",5,132,
"Used",0,"Hatchback","Chevrolet","Cruze","LS",3149,13994,2019,"SC Car Zone","Costa Mesa",4.2,69,"Good Deal"
"Used",0,"Sedan","Hyundai","Sonata","Sport",35356,13488,2015,"SC Car Zone","Costa Mesa",4.2,69,"Good Deal"
"Used",0,"Extended Cab Pickup","Toyota","Tacoma","Access Cab",72821,13199,2009,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"SUV","Ford","Escape","SE",42454,13988,2018,"Kia of Irvine","Irvine",4.5,362,"Good Deal"
"New",0,"Sedan","Kia","Forte","GT-Line",11,21455,2020,"Kia of Irvine","Irvine",4.5,362,
"Used",0,"SUV","Chevrolet","Equinox","LS",29999,13898,2017,"STG Auto Group - Garden Grove","Garden Grove",4.4,38,"Great Deal"
"New",0,"Sedan","Kia","Optima Hybrid","EX",10,27999,2020,"Garden Grove Kia","Garden Grove",3,53,
"New",0,"Minivan","Kia","Sedona","LX",10,25488,2020,"Garden Grove Kia","Garden Grove",3,53,
"Used",0,"SUV","Nissan","Kicks","SV",16435,16994,2019,"Surf City Nissan","Huntington Beach",1,1,"Great Deal"
"New",0,"Cargo Van","Ford","Transit Connect","XLT",3,29290,2020,"Huntington Beach Ford","Huntington Beach",3.3,470,
"Used",0,"Sedan","Dodge","Dart","SXT",105018,8588,2015,"B & J Car Company","Orange",0,0,"Good Deal"
"Used",0,"Hatchback","Volkswagen","e-Golf","SE",18812,12997,2016,"Volkswagen of Garden Grove","Garden Grove",2.3,55,"Great Deal"
"Used",0,"Sedan","Hyundai","Elantra","SE",32730,10998,2017,"Huntington Beach Hyundai","Huntington Beach",4.4,402,"Good Deal"
"New",0,"Sedan","Toyota","Avalon Hybrid","XSE",9,38414,2020,"Elmore Toyota","Westminster",3.6,110,
"New",0,"SUV","Mercedes-Benz","GLS 450","",0,86325,2020,"Mercedes-Benz of Foothill Ranch","Lake Forest",4.7,398,
"Used",0,"Sedan","Lexus","GS 350","",62023,17998,2014,"Hi Auto Sales INC.","Westminster",3.7,42,
"Used",0,"Sedan","Nissan","Sentra","S",28495,11982,2018,"Hertz Car Sales Anaheim","Anaheim",3.4,6,"Good Deal"
"New",0,"SUV","Hyundai","Kona EV","Ultimate",9,46670,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",0,"Sedan","Hyundai","Sonata","SE",60658,10099,2016,"California Motors Direct","Stanton",2.9,177,"Great Deal"
"New",0,"SUV","Hyundai","Tucson","Value",0,26295,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",0,"SUV","Lexus","RX 350L","Premium",10642,38992,2018,"South County Lexus","Mission Viejo",4.9,2639,"Good Deal"
"New",0,"SUV","Cadillac","XT5","Luxury",9,45715,2020,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"New",0,"Sedan","Genesis","G80","3.8",0,51535,2019,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",1,"Sedan","Mercedes-Benz",,"E 300 Luxury",30731,29888,2017,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,"Good Deal"
"New",0,"Convertible","Mercedes-Benz","AMG SLC 43","Base",1,71145,2020,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,
"New",0,"SUV","Volvo","XC60","T5 Inscription",0,46999,2019,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,
"New",0,"Coupe","Mercedes-Benz","AMG CLS 53","Base 4MATIC",1,93210,2020,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,
"Used",1,"Sedan","Volvo","S90","T5 Momentum",23029,26500,2018,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Good Deal"
"New",0,"Sedan","Volvo","S60","T5 R-Design",0,37743,2019,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,
"Used",0,"Crew Cab Pickup","Hummer","H2","SUT",75842,32788,2005,"SC Motors II","Placentia",2.2,25,"Good Deal"
"Used",0,"SUV","Hyundai","Santa Fe","Limited",42771,17279,2015,"Rancho Santa Margarita Honda","Rancho Santa Margarita",2.8,44,"Good Deal"
"Used",0,"Sedan","Ford","Fusion","SE",39996,13695,2017,"Car Castle","Fullerton",2.5,5,"Good Deal"
"Used",0,"Coupe","BMW","328","i",86521,8995,2010,"California Car Company","Fullerton",4.5,2,"Great Deal"
"Used",0,"SUV","Nissan","Xterra","S",67034,14981,2014,"Auto Republic Fullerton","Fullerton",2.8,40,"Great Deal"
"Used",0,"SUV","Honda","Pilot","EX-L w/ Navigation",36010,25981,2016,"Auto Republic Fullerton","Fullerton",2.8,40,"Good Deal"
"New",0,"Sedan","Maserati","Ghibli","S Q4 GranLusso",0,98010,2019,"Maserati and Alfa Romeo of Anaheim Hills","Yorba Linda",1,5,
"Used",0,"Sedan","Cadillac","Seville","SLS",65957,5985,2001,"Paradise Automotive Group","San Juan Capistrano",5,20,"Good Deal"
"New",0,"SUV","Nissan","Armada","Platinum",4988,53830,2019,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Maxima","3.5 SR",5,40045,2020,"Cerritos Nissan","Cerritos",5,16,
"Used",0,"Sedan","Kia","Forte","EX",79158,9994,2017,"Cardinale Way Hyundai","Corona",1.9,61,"Great Deal"
"New",0,"Passenger Van","Chevrolet","Express 3500","LS",68,36043,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","GMC","Acadia","AT4",5,36550,2020,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
"New",0,"SUV","Lexus","NX 300","F Sport",10,44018,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"Used",1,"Sedan","Nissan","Altima","2.5 S",43759,13995,2018,"Larry H Miller Nissan Corona","Corona",4.3,164,"Great Deal"
"New",0,"Crew Cab Pickup","GMC","Canyon","SLE",5,29000,2019,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
"New",0,"Coupe","Mercedes-Benz","AMG GT 63","4-Door",1277,151070,2019,"Mercedes-Benz of Long Beach","Signal Hill",4.8,51,
"New",0,"SUV","Jeep","Grand Cherokee","Limited X",50,41131,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"New",0,"Cargo Van","RAM","ProMaster 3500","High Roof",52,40578,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"New",0,"Sedan","Volkswagen","Jetta GLI","2.0T Autobahn",1,32605,2020,"Timmons of Long Beach","Long Beach",3.5,40,
"New",0,"Hatchback","MINI","Hardtop","Cooper",7,28410,2020,"Long Beach MINI","Signal Hill",3.5,8,
"New",0,"Hatchback","Volkswagen","Golf","1.4T TSI",1,23549,2020,"Timmons of Long Beach","Long Beach",3.5,40,
"New",0,"SUV","Mitsubishi","Outlander Sport","SE",10,18920,2020,"Puente Hills Mitsubishi","City of Industry",2.7,14,
"New",0,"Sedan","Ford","Fusion","Sport",2,25999,2018,"Puente Hills Ford","City of Industry",4.4,196,
"Used",0,"Hatchback","BMW","i3","Base w/Range Extender",37454,15700,2016,"Puente Hills Mitsubishi","City of Industry",2.7,14,"Great Deal"
"Used",0,"SUV","Dodge","Journey","Crossroad",20555,19999,2019,"Hertz Car Sales Norwalk","Norwalk",0,26,"Good Deal"
"New",0,"SUV","Mazda","CX-3","Sport",10,22695,2019,"Puente Hills Mazda","City of Industry",5,1,
"New",0,"SUV","Hyundai","Santa Fe Sport","2.0L Turbo",9,26999,2018,"Puente Hills Hyundai","City of Industry",4.8,719,
"Used",0,"SUV","Dodge","Durango","R/T",40755,31997,2017,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,"Good Deal"
"Used",0,"Crew Cab Pickup","Nissan","Titan","SV",54583,23997,2017,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,
"Used",0,"Passenger Van","Ford","Transit-350","XLT",77429,17995,2016,"Norco Truck Center","Norco",1.8,19,"Great Deal"
"Used",0,"Sedan","Chevrolet","Cruze","1LT",66537,8997,2014,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,"Good Deal"
"Used",0,"Sedan","Nissan","Versa","1.6 SV",66736,7099,2017,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"Used",0,"Sedan","Hyundai","Elantra","SE",62631,9199,2017,"Corona Motors Direct","Norco",1.6,12,"Great Deal"
"New",0,"Sedan","Nissan","Sentra","S",13123,12714,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"Used",0,"Cargo Van","RAM","ProMaster 1500","Low Roof",20687,21850,2019,"Puente Hills Nissan","City of Industry",4.3,37,"Good Deal"
"Used",1,"Sedan","Nissan","Sentra","S",31786,12920,2018,"Puente Hills Nissan","City of Industry",4.3,37,"Great Deal"
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","LT",5,30388,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","LT Trail Boss",1,44864,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","Custom",1,30379,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Minivan","Honda","Odyssey","EX-L",6,39055,2020,"Carson Honda","Carson",4.7,502,
"Used",0,"Sedan","Hyundai","Elantra","SE",59879,9699,2017,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"SUV","Alfa Romeo","Stelvio","Base",13791,25199,2018,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"Sedan","Hyundai","Elantra","SEL",46578,10699,2018,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"Used",0,"Minivan","Honda","Odyssey","Touring",66149,16699,2012,"LA Auto Exchange #1","West Covina",1.4,21,"Good Deal"
"Used",0,"Sedan","Hyundai","Genesis","5",45620,17199,2015,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Warlock",14,33975,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",26256,7699,2017,"Montclair Auto Exchange","Montclair",0,0,"Great Deal"
"Used",0,"Sedan","Audi","A4","2.0T Premium Plus",38310,17699,2016,"California Motors Direct - Montclair","Montclair",1.6,36,
"Used",0,"Sedan","Chevrolet","Malibu","Premier",11722,18000,2018,"Vista Motors","Ontario",1.5,44,"Great Deal"
"Used",0,"Sedan","Kia","Optima","LX",28470,11599,2016,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Sedan","Nissan","Altima","2.5 S",27823,12199,2016,"Montclair Auto Exchange","Montclair",0,0,"Good Deal"
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",91867,12695,2016,"DriveTime Montclair","Montclair",0,0,"Good Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 S",48196,10099,2017,"LA Auto Exchange #2","El Monte",5,4,"Great Deal"
"Used",0,"SUV","Land Rover","LR4","Base",99258,15995,2012,"SoCal Cars","Bell",0,0,"Good Deal"
"New",0,"SUV","Lexus","NX 300h","Base",0,43969,2020,"South Bay Lexus","Torrance",4.4,531,
"Used",0,"SUV","Lexus","GX 460","Luxury",12032,49329,2018,"South Bay Lexus","Torrance",4.4,531,"Good Deal"
"New",0,"SUV","Lexus","NX 300","F Sport",0,44509,2020,"South Bay Lexus","Torrance",4.4,531,
"Used",0,"Sedan","Honda","Accord","Sport",62663,13200,2014,"Billion Auto Group","South Gate",0,1,"Good Deal"
"New",0,"SUV","Toyota","C-HR","LE",2,21642,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"New",0,"SUV","Toyota","C-HR","LE",2,22072,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"Used",0,"SUV","Mercedes-Benz","AMG GLC 63","Base 4MATIC",891,69983,2020,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,"Good Deal"
"Used",0,"SUV","Volvo","XC90","T6 Momentum",20255,36995,2017,"Volvo Cars of Orange County","Santa Ana",3.6,78,"Good Deal"
"New",0,"SUV","Jaguar","I-PACE","EV400 HSE",10,88475,2020,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,
"Used",0,"SUV","Nissan","Murano","SV",40872,18990,2018,"Carvana-Touchless Delivery To Your Home","Irvine",4.4,1941,"Good Deal"
"New",0,"SUV","Volvo","XC60 Hybrid","T8 R-Design",11,66305,2020,"Volvo Cars of Orange County","Santa Ana",3.6,78,
"New",0,"SUV","Lincoln","Aviator","Black Label AWD",3,82290,2020,"Lincoln South Coast","Santa Ana",3.7,11,
"Used",0,"SUV","Alfa Romeo","Stelvio","Base",21298,29794,2018,"Alfa Romeo Newport Beach","Costa Mesa",0,0,"Good Deal"
"New",0,"SUV","Cadillac","XT5","Premium Luxury",0,48954,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Crew Cab Pickup","GMC","Sierra 1500","Elevation",0,46110,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",1,"SUV","Cadillac","Escalade","Luxury",40627,45490,2018,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,"Good Deal"
"Used",0,"SUV","Toyota","Highlander","LE",14083,26390,2018,"Nash Auto","Costa Mesa",4.6,132,"Good Deal"
"Used",0,"SUV","Chevrolet","Equinox","LS",22013,15494,2018,"SC Car Zone","Costa Mesa",4.2,69,"Good Deal"
"New",0,"Hatchback","MINI","Hardtop","Cooper",10,28230,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"SUV","Nissan","Rogue","S",0,25065,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Rogue","S",0,26230,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Ford","Expedition","Platinum",3618,79440,2020,"AutoNation Ford Tustin","Tustin",4.2,381,
"Used",0,"SUV","Volvo","XC90 Hybrid","T8 Inscription",98495,30995,2016,"Selective Motor Cars","Costa Mesa",4.8,11,"Great Deal"
"Used",0,"SUV","Ford","Explorer","Limited",15213,24599,2018,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Cargo Van","RAM","Cargo","Tradesman",66048,9199,2015,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"Hatchback","FIAT","500e","Battery Electric",29987,6499,2016,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"SUV","Chevrolet","Equinox","Premier",19116,15999,2017,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"SUV","Lincoln","MKC","Select",14143,20299,2017,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"New",0,"Hatchback","Kia","Soul","EX",9,23945,2020,"Kia of Irvine","Irvine",4.5,362,
"Used",0,"Minivan","Kia","Sedona","SX",39202,20995,2016,"Kia of Irvine","Irvine",4.5,362,"Good Deal"
"New",0,"Sedan","Kia","Forte","EX",21,24555,2020,"Kia of Irvine","Irvine",4.5,362,
"New",0,"Sedan","Kia","Forte","FE",10,17749,2020,"Garden Grove Kia","Garden Grove",3,53,
"Used",0,"SUV","Kia","Sorento","SX",35361,23978,2017,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,"Good Deal"
"New",0,"Hatchback","Volkswagen","Golf","1.4T SE",10,24305,2019,"McKenna Volkswagen","Huntington Beach",1.6,40,
"Used",0,"Sedan","Ford","Fusion Hybrid","SEL",13165,18690,2019,"Huntington Beach Ford","Huntington Beach",3.3,470,"Good Deal"
"Used",0,"SUV","Ford","Explorer","sport",20054,32790,2018,"Huntington Beach Ford","Huntington Beach",3.3,470,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500","Big Horn",2,34800,2020,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"Used",0,"Hatchback","Kia","Soul","+",56685,10000,2018,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"New",0,"SUV","Hyundai","Kona EV","Ultimate",10,46670,2020,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,
"New",0,"SUV","Ford","Edge","ST",2,40800,2020,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"Cargo Van","Ford","Transit-150","BASE",0,33020,2020,"Villa Ford of Orange","Orange",3.8,15,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",9,46435,2019,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",9,45835,2019,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",9,46435,2019,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"New",0,"Sedan","Genesis","G80","3.8",0,55760,2019,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26275,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26520,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26350,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",0,26315,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26575,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Honda","HR-V","Sport",6,23640,2020,"Rancho Santa Margarita Honda","Rancho Santa Margarita",2.8,44,
"New",0,"SUV","Honda","HR-V","Sport",28,23265,2019,"Rancho Santa Margarita Honda","Rancho Santa Margarita",2.8,44,
"Used",0,"Sedan","BMW","750","i",31853,46800,2017,"J Star Chrysler Dodge Jeep Ram of Anaheim Hills","Anaheim",4.3,20,"Good Deal"
"Used",0,"SUV","Nissan","Armada","SL",35535,31450,2019,"House of Imports","Buena Park",4.5,736,"Good Deal"
"Used",0,"Sedan","Nissan","Maxima","3.5 Platinum",29947,20981,2016,"Buena Park Honda","Buena Park",3.5,341,"Fair Price"
"Used",0,"Coupe","Scion","tC","",147938,4495,2006,"Metro Auto","La Habra",4.2,45,"Fair Price"
"New",0,"SUV","Lexus","NX 300","Base",7,41242,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"New",0,"Crew Cab Pickup","Nissan","Titan","SV",11,36695,2019,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Chevrolet","Blazer","2LT",8,29745,2019,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"Used",0,"Crew Cab Pickup","GMC","Sierra 1500","SLE",92269,13725,2010,"Catalano Motors Inc","Corona",0,0,"Great Deal"
"New",0,"Sedan","Toyota","Camry","XSE",0,33402,2020,"Cabe Toyota","Long Beach",4,26,
"Used",0,"SUV","Ford","Explorer","sport",13676,34998,2019,"Best Buy Quality Cars","Bellflower",3,12,"Good Deal"
"Used",0,"Sedan","Nissan","Maxima","3.5 SR",57990,16500,2016,"Puente Hills Mitsubishi","City of Industry",2.7,14,"Good Deal"
"Used",0,"SUV","Land Rover","Range Rover Sport","V8 Dynamic",53091,41000,2016,"Puente Hills Mitsubishi","City of Industry",2.7,14,"Great Deal"
"Used",0,"SUV","Nissan","Juke","SL",35592,12950,2013,"Shift Los Angeles","Whittier",2.3,32,"Good Deal"
"New",0,"SUV","Ford","EcoSport","SE",2,21790,2020,"Puente Hills Ford","City of Industry",4.4,196,
"New",0,"SUV","Ford","Escape","S",292,23823,2020,"Puente Hills Ford","City of Industry",4.4,196,
