"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
42,"management","divorced","tertiary","no",0,"no","no","unknown",2,2.18333333333333,0,"unknown",0,0
71,"unknown","married","tertiary","no",353,"no","no","cellular",1,3.46666666666667,2,"failure",13.2857142857143,0
54,"blue-collar","married","secondary","no",448,"yes","yes","cellular",1,1.63333333333333,0,"unknown",0,0
53,"entrepreneur","married","primary","no",27,"yes","no","telephone",3,3.83333333333333,0,"unknown",0,1
33,"blue-collar","divorced","secondary","no",474,"no","no","cellular",2,6.66666666666667,0,"unknown",0,0
30,"technician","single","tertiary","no",1185,"yes","no","cellular",1,4.73333333333333,1,"failure",48.4285714285714,0
39,"services","divorced","secondary","no",282,"yes","no","cellular",1,4.05,0,"unknown",0,0
32,"blue-collar","married","secondary","no",2,"yes","no","cellular",9,0.266666666666667,1,"failure",44.1428571428571,0
34,"technician","single","secondary","no",60,"no","no","cellular",2,4.56666666666667,0,"unknown",0,0
39,"self-employed","single","tertiary","no",3972,"no","no","cellular",3,2.03333333333333,0,"unknown",0,0
75,"retired","married","secondary","no",26452,"no","no","telephone",2,3.65,0,"unknown",0,0
33,"admin.","divorced","secondary","no",818,"yes","yes","cellular",3,5.01666666666667,0,"unknown",0,0
40,"services","married","secondary","no",9374,"yes","no","cellular",8,0.116666666666667,1,"failure",26.4285714285714,0
37,"technician","married","unknown","no",47,"no","no","unknown",3,6.23333333333333,0,"unknown",0,0
69,"retired","married","primary","no",279,"no","no","telephone",1,0.433333333333333,0,"unknown",0,0
52,"unemployed","married","primary","no",20,"yes","no","telephone",1,2.86666666666667,0,"unknown",0,0
31,"admin.","divorced","secondary","no",360,"no","no","cellular",1,5.53333333333333,2,"other",42.4285714285714,0
28,"technician","single","secondary","no",1532,"no","no","cellular",1,4.21666666666667,5,"failure",15.2857142857143,0
29,"management","single","tertiary","no",1673,"no","no","cellular",2,3.33333333333333,3,"other",22.7142857142857,0
46,"services","married","secondary","no",2420,"no","no","cellular",2,6.75,0,"unknown",0,0
28,"blue-collar","married","secondary","no",100,"yes","yes","unknown",2,2.2,0,"unknown",0,0
41,"admin.","married","secondary","no",0,"no","no","unknown",1,1.48333333333333,0,"unknown",0,0
42,"technician","divorced","secondary","no",1533,"no","yes","cellular",1,1.43333333333333,0,"unknown",0,0
34,"admin.","single","secondary","no",296,"no","no","cellular",4,2.45,0,"unknown",0,0
28,"blue-collar","married","secondary","no",2788,"yes","no","unknown",2,6.15,0,"unknown",0,1
43,"management","single","secondary","no",109,"yes","no","unknown",3,1.06666666666667,0,"unknown",0,0
32,"technician","married","secondary","no",485,"no","no","cellular",14,1.63333333333333,0,"unknown",0,0
33,"technician","single","tertiary","no",125,"no","no","telephone",2,1.1,0,"unknown",0,0
70,"retired","married","secondary","no",616,"no","no","cellular",2,2.48333333333333,1,"failure",26,0
36,"services","married","secondary","no",3064,"yes","no","telephone",3,4,4,"failure",15.2857142857143,0
53,"technician","married","secondary","no",206,"no","no","cellular",6,1.45,0,"unknown",0,0
30,"blue-collar","single","secondary","no",6900,"no","no","cellular",1,13.6,0,"unknown",0,0
45,"services","divorced","secondary","no",-179,"no","no","unknown",2,2.58333333333333,0,"unknown",0,0
31,"services","single","secondary","no",481,"yes","no","cellular",2,1.76666666666667,2,"failure",26.1428571428571,0
28,"admin.","married","secondary","no",12,"yes","no","cellular",3,1.21666666666667,3,"other",36.5714285714286,0
45,"blue-collar","married","primary","no",0,"no","no","unknown",5,9.56666666666667,0,"unknown",0,0
51,"management","married","tertiary","no",176,"yes","yes","unknown",1,0.133333333333333,2,"failure",98.1428571428571,0
53,"management","married","primary","no",4086,"no","no","unknown",3,0.233333333333333,0,"unknown",0,0
40,"technician","married","secondary","no",257,"yes","no","unknown",4,12.1833333333333,0,"unknown",0,0
53,"blue-collar","married","primary","no",53,"yes","no","cellular",1,3.46666666666667,1,"failure",20,0
31,"blue-collar","divorced","secondary","no",6,"yes","no","cellular",1,13.6833333333333,0,"unknown",0,0
30,"management","married","tertiary","no",562,"no","no","cellular",4,2.28333333333333,0,"unknown",0,0
53,"entrepreneur","married","secondary","no",-118,"yes","no","unknown",3,1.68333333333333,0,"unknown",0,0
40,"blue-collar","married","primary","no",2805,"yes","no","cellular",6,2.88333333333333,23,"failure",50.4285714285714,0
26,"management","single","secondary","no",565,"yes","no","unknown",11,9.7,0,"unknown",0,0
47,"blue-collar","married","secondary","no",0,"yes","no","cellular",1,11.2666666666667,0,"unknown",0,0
51,"management","married","tertiary","no",1612,"no","no","cellular",1,6.4,5,"failure",26,0
45,"unemployed","married","primary","no",180,"yes","yes","unknown",2,1.03333333333333,0,"unknown",0,0
35,"management","married","tertiary","no",0,"yes","no","cellular",3,4.91666666666667,0,"unknown",0,0
36,"management","single","tertiary","no",876,"yes","no","unknown",2,4.01666666666667,0,"unknown",0,0
57,"admin.","married","secondary","no",2137,"no","no","telephone",7,2.2,0,"unknown",0,0
42,"blue-collar","married","primary","no",260,"yes","no","telephone",2,2.91666666666667,0,"unknown",0,0
32,"blue-collar","married","secondary","yes",-53,"yes","no","cellular",1,10.8,1,"other",38.8571428571429,1
30,"management","married","tertiary","no",944,"no","no","cellular",2,4.18333333333333,0,"unknown",0,1
36,"technician","married","secondary","no",2394,"no","no","cellular",2,3.06666666666667,0,"unknown",0,0
43,"technician","married","secondary","no",297,"yes","no","cellular",3,1.98333333333333,0,"unknown",0,0
69,"retired","single","tertiary","no",2144,"no","no","cellular",1,6.95,4,"success",26.2857142857143,1
31,"technician","single","tertiary","no",969,"no","no","cellular",1,1.58333333333333,0,"unknown",0,0
35,"technician","married","secondary","no",0,"no","no","cellular",2,2.08333333333333,0,"unknown",0,0
26,"entrepreneur","married","tertiary","no",37,"yes","yes","cellular",1,3.45,2,"failure",51.8571428571429,0
46,"technician","married","secondary","no",410,"no","yes","cellular",5,2.7,0,"unknown",0,0
30,"technician","married","secondary","no",1211,"yes","no","cellular",1,2.93333333333333,0,"unknown",0,0
33,"management","single","tertiary","no",71,"no","no","cellular",6,1.78333333333333,0,"unknown",0,0
34,"management","married","tertiary","no",436,"yes","no","cellular",1,0.466666666666667,1,"failure",49.2857142857143,0
48,"blue-collar","married","primary","no",559,"yes","no","unknown",2,20.5166666666667,0,"unknown",0,0
31,"management","married","tertiary","no",1170,"no","no","cellular",4,3.33333333333333,0,"unknown",0,0
46,"management","divorced","tertiary","no",25,"no","no","unknown",2,1.71666666666667,0,"unknown",0,0
40,"services","married","secondary","no",1325,"no","no","unknown",2,2.5,0,"unknown",0,0
39,"entrepreneur","married","secondary","no",0,"no","no","cellular",7,1.8,0,"unknown",0,0
33,"technician","single","secondary","no",647,"yes","yes","cellular",1,2.06666666666667,1,"other",39,0
50,"blue-collar","married","primary","no",2142,"yes","no","cellular",2,5.15,1,"other",32,0
84,"retired","divorced","primary","no",639,"no","no","telephone",3,5.88333333333333,0,"unknown",0,1
40,"blue-collar","married","primary","no",177,"yes","yes","telephone",4,12.3666666666667,0,"unknown",0,0
55,"management","married","tertiary","no",236,"no","no","cellular",1,3.33333333333333,0,"unknown",0,0
40,"services","divorced","secondary","no",1959,"yes","no","unknown",1,2.95,0,"unknown",0,0
46,"admin.","married","primary","no",96,"no","no","telephone",2,2.51666666666667,0,"unknown",0,0
43,"self-employed","single","tertiary","no",0,"no","no","unknown",1,2.45,0,"unknown",0,0
34,"blue-collar","married","secondary","no",250,"yes","no","unknown",6,3.21666666666667,0,"unknown",0,0
35,"technician","single","secondary","no",126,"no","no","cellular",2,1.86666666666667,0,"unknown",0,0
57,"retired","married","unknown","no",1621,"yes","no","unknown",1,1.8,0,"unknown",0,0
25,"student","single","secondary","no",8,"no","no","cellular",2,1.78333333333333,0,"unknown",0,1
32,"self-employed","married","tertiary","no",189,"yes","no","unknown",2,1.76666666666667,0,"unknown",0,0
52,"retired","single","secondary","no",316,"no","no","cellular",3,7.71666666666667,0,"unknown",0,0
31,"self-employed","single","tertiary","yes",-282,"yes","no","cellular",3,2.18333333333333,0,"unknown",0,0
34,"management","married","tertiary","no",-308,"yes","no","cellular",2,2.33333333333333,0,"unknown",0,0
42,"technician","divorced","secondary","no",248,"no","no","cellular",4,2.71666666666667,0,"unknown",0,0
47,"blue-collar","divorced","primary","no",126,"yes","no","unknown",2,40.9333333333333,0,"unknown",0,1
50,"self-employed","divorced","tertiary","no",13,"yes","no","cellular",1,1.26666666666667,0,"unknown",0,1
30,"technician","married","secondary","no",-393,"yes","yes","cellular",1,7.25,0,"unknown",0,1
33,"services","single","secondary","no",358,"yes","no","cellular",1,5.03333333333333,3,"failure",50.8571428571429,0
56,"technician","single","tertiary","no",917,"no","no","unknown",1,5.1,0,"unknown",0,0
34,"admin.","divorced","secondary","no",1268,"yes","no","cellular",3,4.31666666666667,0,"unknown",0,0
33,"technician","married","secondary","no",-163,"yes","yes","cellular",2,8.36666666666667,0,"unknown",0,0
32,"management","single","tertiary","no",473,"yes","no","cellular",2,1.2,1,"other",51.5714285714286,0
34,"management","married","tertiary","no",4831,"yes","no","cellular",1,4.41666666666667,0,"unknown",0,0
37,"technician","married","secondary","no",1063,"yes","no","cellular",2,6.88333333333333,0,"unknown",0,0
30,"management","married","secondary","no",0,"yes","no","cellular",3,12.6,0,"unknown",0,0
29,"blue-collar","married","secondary","no",424,"yes","yes","unknown",2,4.01666666666667,0,"unknown",0,0
56,"unemployed","divorced","primary","no",802,"no","no","telephone",2,4.3,0,"unknown",0,0
31,"management","married","tertiary","no",430,"yes","no","cellular",16,2.28333333333333,0,"unknown",0,0
59,"unknown","married","unknown","no",3940,"no","no","unknown",2,0.8,0,"unknown",0,0
36,"housemaid","married","secondary","no",2880,"no","no","unknown",1,4.71666666666667,0,"unknown",0,0
51,"blue-collar","divorced","secondary","no",1069,"yes","no","unknown",2,4.11666666666667,0,"unknown",0,0
54,"self-employed","divorced","primary","no",4382,"yes","no","telephone",4,3.21666666666667,0,"unknown",0,0
37,"management","married","tertiary","no",0,"no","no","cellular",4,2.15,2,"failure",15.2857142857143,0
32,"technician","married","tertiary","no",3939,"no","no","cellular",2,3.48333333333333,0,"unknown",0,0
42,"self-employed","married","tertiary","no",753,"no","no","unknown",1,0.516666666666667,0,"unknown",0,0
29,"blue-collar","married","secondary","no",358,"no","no","cellular",5,1.46666666666667,0,"unknown",0,0
52,"blue-collar","married","primary","no",1141,"yes","no","cellular",5,0.366666666666667,0,"unknown",0,0
40,"technician","married","secondary","no",1259,"no","no","unknown",5,3.9,0,"unknown",0,0
30,"services","married","secondary","no",227,"no","yes","unknown",1,0.383333333333333,0,"unknown",0,0
55,"entrepreneur","divorced","secondary","no",538,"yes","no","cellular",2,5.88333333333333,0,"unknown",0,1
49,"management","married","tertiary","no",92,"yes","no","unknown",2,3.68333333333333,0,"unknown",0,0
33,"technician","married","tertiary","no",8023,"no","no","cellular",1,3.26666666666667,4,"failure",12.4285714285714,0
32,"services","single","secondary","no",2478,"no","yes","cellular",1,6.58333333333333,0,"unknown",0,0
21,"student","single","secondary","no",6844,"no","no","cellular",3,2.1,7,"other",18.1428571428571,0
42,"technician","married","secondary","no",440,"yes","no","cellular",5,0.216666666666667,0,"unknown",0,0
56,"self-employed","married","secondary","no",800,"no","yes","cellular",1,2.83333333333333,0,"unknown",0,0
39,"unknown","single","secondary","no",914,"no","no","unknown",1,0.333333333333333,0,"unknown",0,0
30,"entrepreneur","single","secondary","no",638,"no","no","cellular",6,5.96666666666667,0,"unknown",0,0
55,"retired","married","secondary","no",159,"no","no","cellular",1,2.65,0,"unknown",0,0
43,"blue-collar","married","primary","no",483,"yes","no","cellular",3,3.75,0,"unknown",0,0
53,"unemployed","married","secondary","no",94,"no","no","cellular",1,8.21666666666667,14,"success",25.8571428571429,1
57,"retired","married","secondary","no",1044,"no","no","telephone",1,9.75,2,"success",27.4285714285714,1
39,"self-employed","single","unknown","no",0,"no","no","unknown",11,0.216666666666667,0,"unknown",0,0
56,"technician","divorced","tertiary","no",401,"yes","no","telephone",1,0.433333333333333,0,"unknown",0,0
29,"services","single","unknown","no",33,"no","no","unknown",1,2.68333333333333,0,"unknown",0,0
38,"blue-collar","married","primary","no",506,"yes","yes","unknown",1,2.03333333333333,0,"unknown",0,0
59,"management","married","tertiary","no",1881,"no","no","cellular",2,7.6,0,"unknown",0,0
42,"technician","single","unknown","no",344,"yes","no","unknown",7,0.433333333333333,0,"unknown",0,0
46,"blue-collar","married","primary","no",0,"yes","no","unknown",9,0.85,0,"unknown",0,0
31,"admin.","married","secondary","no",3,"yes","no","cellular",12,0.616666666666667,0,"unknown",0,0
35,"services","divorced","secondary","no",221,"yes","no","cellular",1,2.5,1,"failure",51.4285714285714,0
50,"self-employed","married","secondary","no",36,"no","no","cellular",10,1.73333333333333,0,"unknown",0,0
42,"blue-collar","married","primary","no",969,"yes","no","cellular",1,12.0166666666667,0,"unknown",0,0
36,"services","single","secondary","no",760,"no","no","unknown",13,0.15,0,"unknown",0,0
25,"admin.","single","tertiary","no",220,"no","no","cellular",1,1.13333333333333,0,"unknown",0,0
42,"management","single","tertiary","no",10907,"no","no","cellular",3,1.23333333333333,0,"unknown",0,0
27,"student","single","tertiary","no",-148,"yes","no","cellular",3,2.43333333333333,1,"other",32,0
32,"blue-collar","married","primary","no",415,"yes","no","unknown",4,12.95,0,"unknown",0,1
57,"management","married","tertiary","no",1341,"yes","no","unknown",2,5.65,0,"unknown",0,0
48,"blue-collar","married","secondary","no",865,"yes","no","cellular",2,1.3,0,"unknown",0,0
34,"blue-collar","divorced","secondary","no",-566,"yes","no","unknown",2,4.13333333333333,0,"unknown",0,0
33,"services","married","secondary","no",210,"yes","yes","unknown",1,3.35,0,"unknown",0,0
26,"technician","single","secondary","no",1275,"yes","no","unknown",9,0.3,0,"unknown",0,0
50,"blue-collar","married","secondary","no",579,"no","no","cellular",4,1.38333333333333,0,"unknown",0,0
60,"technician","single","tertiary","no",2934,"no","no","cellular",2,3.88333333333333,0,"unknown",0,0
47,"management","married","tertiary","no",6637,"yes","no","cellular",2,2.9,0,"unknown",0,0
31,"management","married","tertiary","no",271,"no","no","cellular",1,1.48333333333333,0,"unknown",0,0
52,"technician","married","tertiary","no",0,"no","no","cellular",3,2.41666666666667,4,"success",13.4285714285714,0
36,"services","married","secondary","no",472,"yes","no","unknown",1,16.95,0,"unknown",0,0
43,"blue-collar","married","primary","no",487,"yes","no","unknown",2,9.13333333333333,0,"unknown",0,0
30,"technician","single","tertiary","no",699,"yes","no","cellular",4,3.55,0,"unknown",0,0
32,"blue-collar","married","secondary","no",150,"no","no","cellular",1,3.5,0,"unknown",0,0
31,"management","single","tertiary","no",1130,"yes","no","cellular",3,3.73333333333333,4,"failure",10.5714285714286,0
29,"management","single","secondary","no",584,"yes","no","unknown",19,9.01666666666667,0,"unknown",0,0
48,"services","divorced","secondary","no",3186,"no","yes","cellular",1,1.73333333333333,0,"unknown",0,0
32,"services","single","secondary","no",133,"no","no","cellular",1,2.85,0,"unknown",0,1
30,"housemaid","single","tertiary","no",868,"no","no","cellular",2,6.45,0,"unknown",0,0
48,"blue-collar","married","secondary","no",480,"yes","no","cellular",1,13.8333333333333,2,"failure",50.2857142857143,1
51,"blue-collar","married","unknown","no",1883,"yes","no","unknown",1,0.95,0,"unknown",0,0
34,"management","married","tertiary","no",606,"no","no","cellular",1,1.61666666666667,0,"unknown",0,1
35,"blue-collar","married","secondary","no",603,"yes","no","cellular",2,7.9,0,"unknown",0,0
49,"management","single","primary","no",548,"no","no","telephone",6,1.91666666666667,0,"unknown",0,0
36,"unemployed","married","secondary","no",-872,"yes","yes","cellular",1,2.55,1,"failure",26.1428571428571,0
37,"blue-collar","divorced","secondary","no",33,"yes","no","cellular",2,1.76666666666667,1,"failure",23.8571428571429,0
37,"management","married","tertiary","no",1689,"yes","no","unknown",2,10.75,0,"unknown",0,0
49,"blue-collar","married","primary","no",902,"no","no","unknown",2,3.5,0,"unknown",0,0
44,"services","divorced","secondary","no",0,"yes","yes","unknown",1,1.61666666666667,0,"unknown",0,0
40,"student","married","secondary","no",260,"no","no","cellular",1,0.866666666666667,6,"failure",21.7142857142857,0
57,"technician","married","secondary","no",589,"yes","no","cellular",1,3.71666666666667,4,"failure",10.8571428571429,0
39,"technician","married","secondary","no",626,"yes","no","cellular",2,2.1,0,"unknown",0,0
38,"services","married","secondary","no",0,"no","yes","cellular",6,24.55,0,"unknown",0,0
51,"blue-collar","divorced","secondary","no",78,"yes","no","unknown",2,12.05,0,"unknown",0,0
27,"blue-collar","single","secondary","no",3792,"no","no","cellular",2,4.65,0,"unknown",0,1
38,"blue-collar","single","tertiary","no",14058,"no","no","telephone",20,4.88333333333333,0,"unknown",0,0
30,"technician","single","secondary","no",-522,"yes","yes","cellular",2,11.1666666666667,6,"failure",40.8571428571429,1
36,"student","single","unknown","no",386,"no","no","unknown",2,5.98333333333333,0,"unknown",0,0
37,"unemployed","married","secondary","no",1978,"no","no","cellular",1,6.73333333333333,1,"success",26,1
53,"admin.","married","secondary","no",459,"no","no","cellular",6,5.28333333333333,1,"success",27.4285714285714,0
38,"unemployed","married","tertiary","no",2812,"yes","no","cellular",1,13.8333333333333,0,"unknown",0,1
48,"management","married","tertiary","no",5057,"no","yes","cellular",1,0.616666666666667,0,"unknown",0,0
26,"housemaid","married","secondary","no",-759,"yes","no","cellular",1,3.18333333333333,0,"unknown",0,0
33,"blue-collar","single","secondary","no",-416,"yes","no","unknown",2,12.7833333333333,0,"unknown",0,1
47,"technician","married","unknown","no",2106,"yes","no","unknown",1,2.8,0,"unknown",0,0
45,"management","divorced","tertiary","no",220,"yes","no","unknown",4,1.48333333333333,0,"unknown",0,0
32,"blue-collar","divorced","secondary","no",0,"yes","no","unknown",2,12.4333333333333,0,"unknown",0,0
69,"retired","married","unknown","no",426,"no","no","telephone",1,3.75,1,"success",12.8571428571429,1
65,"unknown","married","unknown","no",4717,"no","no","telephone",1,4.26666666666667,0,"unknown",0,1
37,"blue-collar","married","secondary","no",395,"yes","no","unknown",2,3.65,0,"unknown",0,0
45,"blue-collar","divorced","primary","no",0,"yes","no","cellular",2,3.51666666666667,0,"unknown",0,0
36,"blue-collar","married","secondary","no",-206,"yes","no","unknown",2,2.95,0,"unknown",0,0
62,"self-employed","divorced","tertiary","no",6,"yes","no","cellular",1,3.6,4,"success",26.1428571428571,1
37,"management","married","tertiary","no",4039,"no","yes","cellular",2,1.76666666666667,0,"unknown",0,0
39,"services","divorced","secondary","no",687,"yes","no","cellular",1,14.4833333333333,0,"unknown",0,1
38,"technician","single","secondary","no",-242,"yes","no","cellular",3,19.55,6,"success",39.7142857142857,1
31,"management","married","tertiary","no",582,"yes","no","cellular",2,0.966666666666667,0,"unknown",0,0
58,"blue-collar","divorced","primary","no",8218,"yes","no","cellular",10,2.06666666666667,0,"unknown",0,0
44,"management","single","tertiary","no",1424,"yes","no","cellular",2,3.35,0,"unknown",0,0
31,"blue-collar","married","secondary","no",92,"yes","no","unknown",1,11.4666666666667,0,"unknown",0,1
33,"technician","single","secondary","no",2085,"no","no","cellular",2,8.35,0,"unknown",0,1
36,"technician","single","tertiary","no",197,"no","no","cellular",1,4.33333333333333,0,"unknown",0,1
31,"technician","single","secondary","no",2305,"no","no","cellular",1,2.31666666666667,0,"unknown",0,0
45,"admin.","married","secondary","no",-547,"yes","no","unknown",2,3.56666666666667,0,"unknown",0,0
30,"technician","single","tertiary","no",411,"no","no","cellular",1,2.36666666666667,0,"unknown",0,0
34,"blue-collar","married","secondary","no",584,"yes","no","cellular",2,2.56666666666667,0,"unknown",0,0
34,"management","married","tertiary","no",997,"yes","yes","cellular",1,1.35,0,"unknown",0,0
39,"admin.","divorced","secondary","no",83,"yes","no","cellular",6,1.15,0,"unknown",0,0
41,"management","married","tertiary","no",6563,"no","no","cellular",8,2.26666666666667,0,"unknown",0,0
32,"services","single","secondary","no",0,"yes","no","cellular",13,1.65,0,"unknown",0,0
32,"management","single","tertiary","no",0,"no","no","cellular",6,0.15,0,"unknown",0,0
36,"blue-collar","married","primary","no",398,"yes","no","unknown",1,4.63333333333333,0,"unknown",0,0
35,"admin.","married","tertiary","no",1145,"yes","no","cellular",2,1.36666666666667,0,"unknown",0,0
32,"management","single","tertiary","no",2,"yes","no","cellular",2,1.66666666666667,0,"unknown",0,1
33,"management","single","tertiary","no",201,"yes","no","cellular",1,2.85,1,"failure",26.1428571428571,0
49,"entrepreneur","married","primary","no",563,"no","no","unknown",1,1.4,0,"unknown",0,0
35,"management","married","tertiary","no",3161,"no","no","cellular",2,7.21666666666667,0,"unknown",0,0
31,"technician","married","secondary","no",0,"no","yes","cellular",6,10.4,0,"unknown",0,0
42,"management","married","secondary","no",1331,"no","no","cellular",2,11.6333333333333,0,"unknown",0,0
34,"housemaid","married","primary","no",2929,"no","no","cellular",2,8.63333333333333,0,"unknown",0,1
32,"services","married","secondary","yes",-220,"yes","yes","cellular",2,2.05,0,"unknown",0,0
29,"management","single","tertiary","no",5980,"yes","no","unknown",1,5.28333333333333,0,"unknown",0,0
32,"services","single","secondary","no",48,"yes","no","cellular",3,0.133333333333333,0,"unknown",0,0
50,"housemaid","single","unknown","no",0,"no","no","telephone",8,1.96666666666667,0,"unknown",0,0
58,"retired","married","secondary","no",3382,"no","yes","cellular",2,4.9,2,"failure",44.1428571428571,0
59,"technician","married","secondary","no",2308,"no","no","cellular",1,13.5833333333333,1,"other",12.4285714285714,1
25,"student","married","tertiary","no",10,"yes","no","cellular",4,14.2833333333333,0,"unknown",0,1
57,"services","married","secondary","no",162,"yes","no","unknown",1,2.9,0,"unknown",0,0
30,"blue-collar","single","secondary","no",1073,"yes","no","cellular",4,18.8333333333333,0,"unknown",0,0
26,"services","single","secondary","no",1700,"yes","no","cellular",5,0.216666666666667,0,"unknown",0,0
50,"services","single","primary","no",148,"yes","no","unknown",2,3.3,0,"unknown",0,0
39,"services","married","secondary","no",0,"yes","no","cellular",1,8.38333333333333,0,"unknown",0,0
45,"blue-collar","married","primary","no",185,"yes","no","cellular",3,4.15,0,"unknown",0,0
37,"management","divorced","tertiary","no",896,"no","yes","cellular",2,5.71666666666667,0,"unknown",0,0
47,"blue-collar","divorced","primary","no",1279,"yes","no","cellular",2,7.98333333333333,0,"unknown",0,0
50,"technician","married","tertiary","no",199,"yes","yes","cellular",2,1.93333333333333,1,"failure",36.1428571428571,0
40,"management","married","secondary","no",99,"no","no","cellular",5,0.25,0,"unknown",0,0
35,"blue-collar","married","primary","no",378,"yes","no","unknown",3,7.11666666666667,0,"unknown",0,0
53,"management","married","tertiary","no",15,"no","no","cellular",2,15.35,0,"unknown",0,1
35,"admin.","married","secondary","no",147,"yes","yes","cellular",1,0.683333333333333,7,"failure",26.2857142857143,0
54,"technician","married","secondary","no",2225,"no","yes","cellular",2,1.21666666666667,0,"unknown",0,0
35,"admin.","single","secondary","no",1810,"yes","no","cellular",2,1.08333333333333,0,"unknown",0,0
31,"housemaid","married","unknown","yes",-6,"no","yes","telephone",2,1.56666666666667,0,"unknown",0,0
46,"technician","divorced","secondary","no",435,"yes","no","unknown",3,3.2,0,"unknown",0,0
52,"management","married","secondary","no",335,"no","no","cellular",1,6.85,1,"failure",26,1
34,"admin.","divorced","secondary","no",-251,"no","no","cellular",1,10.6833333333333,0,"unknown",0,1
46,"services","divorced","secondary","no",5,"yes","yes","cellular",2,5.08333333333333,0,"unknown",0,0
54,"self-employed","married","secondary","no",641,"yes","no","cellular",1,7.86666666666667,2,"failure",21.1428571428571,0
37,"admin.","married","tertiary","no",0,"yes","no","cellular",1,1.91666666666667,0,"unknown",0,0
39,"admin.","married","tertiary","no",722,"no","no","telephone",1,2.35,0,"unknown",0,0
50,"technician","married","tertiary","no",3337,"yes","yes","telephone",14,0.4,0,"unknown",0,0
44,"technician","divorced","secondary","no",0,"no","no","cellular",5,4.4,0,"unknown",0,0
56,"admin.","married","secondary","no",1504,"yes","no","unknown",2,1.1,0,"unknown",0,0
40,"services","married","tertiary","no",35,"no","no","cellular",4,5.3,3,"failure",45.2857142857143,0
36,"services","married","secondary","no",895,"yes","yes","unknown",1,10.3666666666667,0,"unknown",0,0
33,"management","married","tertiary","no",752,"yes","no","cellular",4,1.73333333333333,0,"unknown",0,0
33,"blue-collar","single","secondary","no",1925,"yes","no","cellular",2,1.26666666666667,0,"unknown",0,0
42,"services","married","secondary","no",-246,"yes","no","unknown",1,2.48333333333333,0,"unknown",0,0
30,"self-employed","single","tertiary","no",901,"yes","yes","unknown",1,10.0166666666667,0,"unknown",0,0
33,"admin.","single","secondary","no",894,"no","no","cellular",2,8.48333333333333,0,"unknown",0,0
26,"blue-collar","single","secondary","no",592,"yes","yes","unknown",1,2.9,0,"unknown",0,0
26,"admin.","single","secondary","no",3529,"no","yes","cellular",2,0.95,0,"unknown",0,0
37,"services","married","secondary","no",0,"yes","yes","cellular",2,3.11666666666667,0,"unknown",0,0
59,"retired","married","primary","no",0,"no","no","cellular",2,8.21666666666667,0,"unknown",0,1
49,"blue-collar","married","primary","no",371,"yes","no","cellular",44,0.3,0,"unknown",0,0
33,"blue-collar","single","primary","no",1,"yes","no","cellular",1,4.28333333333333,0,"unknown",0,0
46,"technician","single","secondary","no",834,"yes","no","cellular",2,3.26666666666667,0,"unknown",0,0
55,"entrepreneur","married","primary","no",298,"yes","no","unknown",3,2.4,0,"unknown",0,0
49,"services","married","tertiary","no",306,"yes","no","cellular",7,4.75,0,"unknown",0,0
51,"technician","married","secondary","no",143,"yes","no","unknown",1,10.45,0,"unknown",0,0
27,"admin.","married","secondary","no",186,"yes","no","unknown",2,2.26666666666667,0,"unknown",0,0
44,"technician","married","secondary","no",5597,"no","no","unknown",3,0.45,0,"unknown",0,0
40,"services","single","secondary","no",1547,"yes","no","cellular",2,1.46666666666667,1,"success",24.7142857142857,0
36,"management","married","tertiary","no",1852,"no","no","unknown",1,6.03333333333333,0,"unknown",0,0
46,"admin.","single","secondary","no",1790,"yes","no","unknown",5,3.56666666666667,0,"unknown",0,0
30,"services","single","secondary","no",20,"yes","no","cellular",6,6.73333333333333,1,"failure",48.5714285714286,0
35,"admin.","married","secondary","no",8652,"yes","no","unknown",6,1.71666666666667,0,"unknown",0,0
31,"technician","single","secondary","no",1626,"no","no","cellular",2,5.93333333333333,3,"failure",40.8571428571429,0
37,"admin.","married","secondary","no",749,"no","no","cellular",1,3.65,0,"unknown",0,0
49,"blue-collar","married","unknown","no",51,"yes","no","unknown",1,16.4,0,"unknown",0,0
27,"services","single","secondary","yes",-1,"no","no","cellular",2,1,0,"unknown",0,0
32,"blue-collar","married","secondary","no",-32,"yes","no","cellular",1,2.41666666666667,0,"unknown",0,0
70,"retired","divorced","secondary","no",6850,"no","no","telephone",3,4.2,1,"failure",26.1428571428571,0
22,"technician","single","secondary","no",333,"no","yes","telephone",1,2.15,0,"unknown",0,0
58,"blue-collar","married","secondary","no",-27,"no","yes","telephone",13,1.28333333333333,0,"unknown",0,0
33,"blue-collar","married","secondary","no",932,"yes","no","unknown",1,3.76666666666667,0,"unknown",0,0
83,"retired","divorced","primary","no",0,"no","no","telephone",1,11.0666666666667,3,"success",11,0
50,"management","divorced","tertiary","no",100,"yes","yes","cellular",1,2.61666666666667,3,"failure",42.7142857142857,0
53,"blue-collar","married","secondary","no",-626,"yes","no","cellular",1,3.41666666666667,0,"unknown",0,0
37,"management","single","tertiary","no",9,"no","no","cellular",2,8.06666666666667,0,"unknown",0,0
55,"services","divorced","primary","no",653,"no","no","unknown",1,13.3333333333333,0,"unknown",0,0
49,"admin.","married","secondary","no",3608,"yes","no","unknown",1,3.85,0,"unknown",0,1
41,"blue-collar","married","primary","no",293,"yes","yes","cellular",1,1.7,0,"unknown",0,0
