"region","date","asp","units"
"NewYork","4/16/2017",1.76,1222890.71
"NewYork","4/9/2017",1.75,1277721.97
"NewYork","4/2/2017",1.74,1221327.78
"NewYork","3/26/2017",1.72,1154893.52
"NewYork","3/19/2017",1.7,1155875.16
"NewYork","3/12/2017",1.76,1163703.37
"NewYork","3/5/2017",1.39,1465568.77
"NewYork","2/26/2017",1.55,1241381.61
"NewYork","2/19/2017",1.28,1052132.16
"NewYork","2/12/2017",1.19,1955395.44
"NewYork","2/5/2017",1.24,2544483.08
"NewYork","1/29/2017",1.52,1270564.47
"NewYork","1/22/2017",1.48,1721917.04
"NewYork","1/15/2017",1.38,1384264.04
"NewYork","1/8/2017",1.29,1532074.69
"NewYork","1/1/2017",1.44,940983.17
"NorthernNewEngland","12/31/2017",1.13,513318.77
"NorthernNewEngland","12/24/2017",1.36,347811.65
"NorthernNewEngland","12/17/2017",1.26,394608.36
"NorthernNewEngland","12/10/2017",1.29,364577.18
"NorthernNewEngland","12/3/2017",1.1,636106
"NorthernNewEngland","11/26/2017",1.41,270865
"NorthernNewEngland","11/19/2017",1.36,311603
"NorthernNewEngland","11/12/2017",1.01,681570
"NorthernNewEngland","11/5/2017",1.51,288593.62
"NorthernNewEngland","10/29/2017",1.5,304167.22
"NorthernNewEngland","10/22/2017",1.52,300976.46
"NorthernNewEngland","10/15/2017",1.58,298364.19
"NorthernNewEngland","10/8/2017",1.61,267322.07
"NorthernNewEngland","10/1/2017",1.64,290521.98
"NorthernNewEngland","9/24/2017",1.63,296892.52
"NorthernNewEngland","9/17/2017",1.59,281832.66
"NorthernNewEngland","9/10/2017",1.74,312541.08
"NorthernNewEngland","9/3/2017",1.88,288210.32
"NorthernNewEngland","8/27/2017",1.83,277558.13
"NorthernNewEngland","8/20/2017",1.82,322962.89
"NorthernNewEngland","8/13/2017",1.24,554390.58
"NorthernNewEngland","8/6/2017",1.59,462412.85
"NorthernNewEngland","7/30/2017",1.55,412937.73
"NorthernNewEngland","7/23/2017",1.38,464876.48
"NorthernNewEngland","7/16/2017",1.39,490940.46
"NorthernNewEngland","7/9/2017",1.48,486214.04
"NorthernNewEngland","7/2/2017",1.57,432564.12
"NorthernNewEngland","6/25/2017",1.62,359321.55
"NorthernNewEngland","6/18/2017",1.52,420089.07
"NorthernNewEngland","6/11/2017",1.62,406486.08
"NorthernNewEngland","6/4/2017",1.66,401637.7
"NorthernNewEngland","5/28/2017",1.66,445049.68
"NorthernNewEngland","5/21/2017",1.54,393289.53
"NorthernNewEngland","5/14/2017",1.53,391189.88
"NorthernNewEngland","5/7/2017",1.23,544200.61
"NorthernNewEngland","4/30/2017",1.39,407790.12
"NorthernNewEngland","4/23/2017",1.38,404739.65
"NorthernNewEngland","4/16/2017",1.46,417480.41
"NorthernNewEngland","4/9/2017",1.33,515775.3
"NorthernNewEngland","4/2/2017",1.45,422201.67
"NorthernNewEngland","3/26/2017",1.38,416769.78
"NorthernNewEngland","3/19/2017",1.43,380612.68
"NorthernNewEngland","3/12/2017",1.41,397861.17
"NorthernNewEngland","3/5/2017",1.38,384828.85
"NorthernNewEngland","2/26/2017",1.25,434201.49
"NorthernNewEngland","2/19/2017",1.37,375322.2
"NorthernNewEngland","2/12/2017",1.13,501364.8
"NorthernNewEngland","2/5/2017",1.13,701706
"NorthernNewEngland","1/29/2017",1.21,423387.02
"NorthernNewEngland","1/22/2017",1.17,502345.31
"NorthernNewEngland","1/15/2017",1.25,421262.96
"NorthernNewEngland","1/8/2017",1.19,425000.71
"NorthernNewEngland","1/1/2017",1.11,476239.03
"Orlando","12/31/2017",1.16,461913.85
"Orlando","12/24/2017",1.39,292291.1
"Orlando","12/17/2017",1.01,381303.71
"Orlando","12/10/2017",1.02,424938.5
"Orlando","12/3/2017",1.31,318626
"Orlando","11/26/2017",1.4,272367
"Orlando","11/19/2017",1.2,349206
"Orlando","11/12/2017",1.38,330006
"Orlando","11/5/2017",1.48,290421.2
"Orlando","10/29/2017",1.22,399421.97
"Orlando","10/22/2017",1.56,328326.17
"Orlando","10/15/2017",1.74,288581.65
"Orlando","10/8/2017",1.85,304863.13
"Orlando","10/1/2017",2,262601.79
"Orlando","9/24/2017",1.83,263801.67
"Orlando","9/17/2017",1.76,271882.04
"Orlando","9/10/2017",1.7,253627.92
"Orlando","9/3/2017",1.8,295896.59
"Orlando","8/27/2017",1.57,296756.62
"Orlando","8/20/2017",1.57,297964.43
"Orlando","8/13/2017",1.44,363916.69
"Orlando","8/6/2017",1.41,326355.84
"Orlando","7/30/2017",1.4,321422.84
"Orlando","7/23/2017",1.38,361733.69
"Orlando","7/16/2017",1.42,331752.25
"Orlando","7/9/2017",1.4,343076.46
"Orlando","7/2/2017",1.4,414176.6
"Orlando","6/25/2017",1.35,376407.55
"Orlando","6/18/2017",1.4,339228.04
"Orlando","6/11/2017",1.41,401365.48
"Orlando","6/4/2017",1.41,400425.73
"Orlando","5/28/2017",1.4,381490.67
"Orlando","5/21/2017",1.41,357405.82
"Orlando","5/14/2017",1.42,322189.66
"Orlando","5/7/2017",1.17,529138.31
"Orlando","4/30/2017",1.24,479827.89
"Orlando","4/23/2017",1.44,345971.78
"Orlando","4/16/2017",1.47,305796.3
"Orlando","4/9/2017",1.49,311220.15
"Orlando","4/2/2017",1.59,297788.72
"Orlando","3/26/2017",1.62,281795.07
"Orlando","3/19/2017",1.53,287195.89
"Orlando","3/12/2017",1.52,290011
"Orlando","3/5/2017",1.55,270877.61
"Orlando","2/26/2017",1.25,307685.6
"Orlando","2/19/2017",1.26,262109.86
"Orlando","2/12/2017",0.95,430096.94
"Orlando","2/5/2017",0.85,711200.33
"Orlando","1/29/2017",1.24,364048.79
"Orlando","1/22/2017",1,481274
"Orlando","1/15/2017",1.27,356960.5
"Orlando","1/8/2017",1.28,301768.99
"Orlando","1/1/2017",0.95,447083.97
"Philadelphia","12/31/2017",1.35,334783.58
"Philadelphia","12/24/2017",1.34,379421.96
"Philadelphia","12/17/2017",1.43,344203.81
"Philadelphia","12/10/2017",1.23,575854.08
"Philadelphia","12/3/2017",1.35,379540
"Philadelphia","11/26/2017",1.38,337065
"Philadelphia","11/19/2017",1.34,384115
"Philadelphia","11/12/2017",1.45,356528
"Philadelphia","11/5/2017",1.4,384628.71
"Philadelphia","10/29/2017",1.53,367260.68
"Philadelphia","10/22/2017",1.53,376196.84
"Philadelphia","10/15/2017",1.64,368965.61
"Philadelphia","10/8/2017",1.67,331169.67
"Philadelphia","10/1/2017",1.62,389987.92
"Philadelphia","9/24/2017",1.58,383655.09
"Philadelphia","9/17/2017",1.54,366239.72
"Philadelphia","9/10/2017",1.54,358609.19
"Philadelphia","9/3/2017",1.7,363905.02
"Philadelphia","8/27/2017",1.68,370286.98
"Philadelphia","8/20/2017",1.64,368098.13
"Philadelphia","8/13/2017",1.54,385890.89
"Philadelphia","8/6/2017",1.48,382653.13
"Philadelphia","7/30/2017",1.47,404029.77
"Philadelphia","7/23/2017",1.47,393360.73
"Philadelphia","7/16/2017",1.51,381469.09
"Philadelphia","7/9/2017",1.59,406120.55
"Philadelphia","7/2/2017",1.68,365488.32
"Philadelphia","6/25/2017",1.5,422231.87
"Philadelphia","6/18/2017",1.75,380239.79
"Philadelphia","6/11/2017",1.73,379927.26
"Philadelphia","6/4/2017",1.8,394307.04
"Philadelphia","5/28/2017",1.74,432742.98
"Philadelphia","5/21/2017",1.75,385075.85
"Philadelphia","5/14/2017",1.75,387975.97
"Philadelphia","5/7/2017",1.66,491356.56
"Philadelphia","4/30/2017",1.78,386907.3
"Philadelphia","4/23/2017",1.66,363689.09
"Philadelphia","4/16/2017",1.74,390396.69
"Philadelphia","4/9/2017",1.7,398600.32
"Philadelphia","4/2/2017",1.68,385731.38
"Philadelphia","3/26/2017",1.66,379956.99
"Philadelphia","3/19/2017",1.66,373158.66
"Philadelphia","3/12/2017",1.74,377616.35
"Philadelphia","3/5/2017",1.48,409950.45
"Philadelphia","2/26/2017",1.49,411014.79
"Philadelphia","2/19/2017",1.37,369284.51
"Philadelphia","2/12/2017",1.19,572219.25
"Philadelphia","2/5/2017",1.28,645655.16
"Philadelphia","1/29/2017",1.48,421316.65
"Philadelphia","1/22/2017",1.51,489345.23
"Philadelphia","1/15/2017",1.44,435740.48
"Philadelphia","1/8/2017",1.39,435745.77
"Philadelphia","1/1/2017",1.4,321941.32
"PhoenixTucson","12/31/2017",0.75,986474.74
"PhoenixTucson","12/24/2017",0.75,1006477.79
"PhoenixTucson","12/17/2017",0.7,1031887.79
"PhoenixTucson","12/10/2017",0.64,1222641.23
"PhoenixTucson","12/3/2017",0.72,1135877
"PhoenixTucson","11/26/2017",0.77,929825
"PhoenixTucson","11/19/2017",0.6,1427367
"PhoenixTucson","11/12/2017",0.72,1248721
"PhoenixTucson","11/5/2017",0.79,1208035.4
"PhoenixTucson","10/29/2017",0.98,866137.35
"PhoenixTucson","10/22/2017",1.04,809603.25
"PhoenixTucson","10/15/2017",1.17,776108.23
"PhoenixTucson","10/8/2017",1.28,713847.15
"PhoenixTucson","10/1/2017",1.31,666472.86
"PhoenixTucson","9/24/2017",1.24,685443.39
"PhoenixTucson","9/17/2017",1.22,731289.23
"PhoenixTucson","9/10/2017",1.2,727628.13
"PhoenixTucson","9/3/2017",1.2,727912.24
"PhoenixTucson","8/27/2017",1.18,715349.6
"PhoenixTucson","8/20/2017",1.14,773947.25
"PhoenixTucson","8/13/2017",1.01,940390.93
"PhoenixTucson","8/6/2017",0.94,974933.36
"PhoenixTucson","7/30/2017",0.96,930918.01
"PhoenixTucson","7/23/2017",0.89,1072590.2
"PhoenixTucson","7/16/2017",0.92,973521.7
"PhoenixTucson","7/9/2017",0.75,1347858.68
"PhoenixTucson","7/2/2017",0.77,1224659.64
"PhoenixTucson","6/25/2017",0.77,1197422.34
"PhoenixTucson","6/18/2017",0.7,1326697.78
"PhoenixTucson","6/11/2017",0.68,1417604.32
"PhoenixTucson","6/4/2017",0.76,1228049.22
"PhoenixTucson","5/28/2017",0.81,1177093.03
"PhoenixTucson","5/21/2017",0.74,1163735.54
"PhoenixTucson","5/14/2017",0.69,1297119.2
"PhoenixTucson","5/7/2017",0.65,1546765.68
"PhoenixTucson","4/30/2017",0.75,1080538.36
"PhoenixTucson","4/23/2017",0.7,1197854.72
"PhoenixTucson","4/16/2017",0.73,1255293.53
"PhoenixTucson","4/9/2017",0.65,1264239.57
"PhoenixTucson","4/2/2017",0.67,1315020.28
"PhoenixTucson","3/26/2017",0.57,1607936.05
"PhoenixTucson","3/19/2017",0.68,1241284.04
"PhoenixTucson","3/12/2017",0.65,1264592.26
"PhoenixTucson","3/5/2017",0.67,1176932.6
"PhoenixTucson","2/26/2017",0.65,1146225.87
"PhoenixTucson","2/19/2017",0.67,1171871.64
"PhoenixTucson","2/12/2017",0.54,1582877.09
"PhoenixTucson","2/5/2017",0.46,2200550.27
"PhoenixTucson","1/29/2017",0.58,1380520.76
"PhoenixTucson","1/22/2017",0.54,1601222.68
"PhoenixTucson","1/15/2017",0.6,1470187.14
"PhoenixTucson","1/8/2017",0.73,1138871.92
"PhoenixTucson","1/1/2017",0.63,1169638.17
"Pittsburgh","12/31/2017",1.01,150867.12
"Pittsburgh","12/24/2017",1.29,87945.29
"Pittsburgh","12/17/2017",1.01,141895.38
"Pittsburgh","12/10/2017",1.27,93436.57
"Pittsburgh","12/3/2017",1.18,93898
"Pittsburgh","11/26/2017",1.02,124119
"Pittsburgh","11/19/2017",1.5,89083
"Pittsburgh","11/12/2017",1.51,87818
"Pittsburgh","11/5/2017",1.54,85430.88
"Pittsburgh","10/29/2017",1.52,90393.33
"Pittsburgh","10/22/2017",1.54,99922.23
"Pittsburgh","10/15/2017",1.56,97962.05
"Pittsburgh","10/8/2017",1.6,84870.68
"Pittsburgh","10/1/2017",1.33,105766.89
"Pittsburgh","9/24/2017",1.32,102663.43
"Pittsburgh","9/17/2017",1.29,104613.01
"Pittsburgh","9/10/2017",1.31,100073.91
"Pittsburgh","9/3/2017",1.31,104937.39
"Pittsburgh","8/27/2017",1.28,106686.99
"Pittsburgh","8/20/2017",1.29,104117.39
"Pittsburgh","8/13/2017",1.27,106928.65
"Pittsburgh","8/6/2017",1.29,105595.21
"Pittsburgh","7/30/2017",1.29,104351.36
"Pittsburgh","7/23/2017",1.29,105012.68
"Pittsburgh","7/16/2017",1.26,106344.95
"Pittsburgh","7/9/2017",1.25,116575.48
"Pittsburgh","7/2/2017",1.25,124868.74
"Pittsburgh","6/25/2017",1.26,120211.37
"Pittsburgh","6/18/2017",1.29,119743.9
"Pittsburgh","6/11/2017",1.33,117367.43
"Pittsburgh","6/4/2017",1.33,123557.37
"Pittsburgh","5/28/2017",1.32,143674.94
"Pittsburgh","5/21/2017",1.02,207645.24
"Pittsburgh","5/14/2017",1.33,117857.6
"Pittsburgh","5/7/2017",1.03,214738.04
"Pittsburgh","4/30/2017",1.05,205559.96
"Pittsburgh","4/23/2017",1.34,117579.21
"Pittsburgh","4/16/2017",1.33,116011.18
"Pittsburgh","4/9/2017",1.36,119196.56
"Pittsburgh","4/2/2017",1.37,122944.98
"Pittsburgh","3/26/2017",1.34,117686.64
"Pittsburgh","3/19/2017",1.34,110278.1
"Pittsburgh","3/12/2017",1.34,108624.25
"Pittsburgh","3/5/2017",1.02,174567.14
"Pittsburgh","2/26/2017",1.33,103906
"Pittsburgh","2/19/2017",1.33,91579.18
"Pittsburgh","2/12/2017",1.28,100215.44
"Pittsburgh","2/5/2017",1.02,157981.65
"Pittsburgh","1/29/2017",1.26,107225.04
"Pittsburgh","1/22/2017",1.04,159303.6
"Pittsburgh","1/15/2017",1.08,168143.15
"Pittsburgh","1/8/2017",1.02,152780.85
"Pittsburgh","1/1/2017",1.02,141043.91
"Portland","12/31/2017",0.89,614950.95
"Portland","12/24/2017",1.33,407742.01
"Portland","12/17/2017",1.31,430915
"Portland","12/10/2017",1.29,424741.73
"Portland","12/3/2017",0.88,777430
"Portland","11/26/2017",1.48,336192
"Portland","11/19/2017",1.53,350149
"Portland","11/12/2017",1.11,593320
"Portland","11/5/2017",1.03,681564.98
"Portland","10/29/2017",1.29,520629.7
"Portland","10/22/2017",1.36,511400.66
"Portland","10/15/2017",1.25,546932.09
"Portland","10/8/2017",1.9,363427.67
"Portland","10/1/2017",1.84,362296.15
"Portland","9/24/2017",1.82,354180.85
"Portland","9/17/2017",1.83,378220.95
"Portland","9/10/2017",1.87,384536.99
"Portland","9/3/2017",1.76,415130.61
"Portland","8/27/2017",1.34,597580.17
"Portland","8/20/2017",1.32,671617.66
"Portland","8/13/2017",1.71,432923.79
"Portland","8/6/2017",1.58,540879.33
"Portland","7/30/2017",1.34,575652.16
"Portland","7/23/2017",1.15,606128.4
"Portland","7/16/2017",1.38,530468.65
"Portland","7/9/2017",0.7,1136070.26
"Portland","7/2/2017",0.99,767074.64
"Portland","6/25/2017",0.96,803349.86
"Portland","6/18/2017",0.97,755535.79
"Portland","6/11/2017",1,718937.65
"Portland","6/4/2017",1.12,698957.23
"Portland","5/28/2017",0.97,820850.36
"Portland","5/21/2017",1.01,750346.5
"Portland","5/14/2017",0.95,765147.43
"Portland","5/7/2017",0.91,933826.15
"Portland","4/30/2017",0.84,940104.32
"Portland","4/23/2017",0.91,756075.76
"Portland","4/16/2017",0.98,743878.59
"Portland","4/9/2017",1.08,713478.54
"Portland","4/2/2017",1.12,672306.68
"Portland","3/26/2017",1.12,629914.06
"Portland","3/19/2017",1.11,634212.88
"Portland","3/12/2017",0.84,922940.33
"Portland","3/5/2017",0.89,770551.84
"Portland","2/26/2017",0.7,877633.92
"Portland","2/19/2017",0.76,869425.93
"Portland","2/12/2017",0.77,724514.73
"Portland","2/5/2017",0.68,1189151.17
"Portland","1/29/2017",0.76,909463.13
"Portland","1/22/2017",0.87,711564.14
"Portland","1/15/2017",0.85,758125.51
"Portland","1/8/2017",0.85,877646.01
"Portland","1/1/2017",0.73,869835.55
"RaleighGreensboro","12/31/2017",0.92,419590.58
"RaleighGreensboro","12/24/2017",1.27,248315.51
"RaleighGreensboro","12/17/2017",1.24,253164.73
"RaleighGreensboro","12/10/2017",1.03,356980.37
"RaleighGreensboro","12/3/2017",1.18,307299
"RaleighGreensboro","11/26/2017",1.36,225495
"RaleighGreensboro","11/19/2017",1.36,247612
"RaleighGreensboro","11/12/2017",1.4,254131
"RaleighGreensboro","11/5/2017",1.39,271264.81
"RaleighGreensboro","10/29/2017",1.48,251521.91
"RaleighGreensboro","10/22/2017",1.63,229001.29
"RaleighGreensboro","10/15/2017",1.63,243992.86
"RaleighGreensboro","10/8/2017",1.7,243412.06
"RaleighGreensboro","10/1/2017",1.63,249920.93
"RaleighGreensboro","9/24/2017",1.54,273060.96
"RaleighGreensboro","9/17/2017",1.47,274560.95
"RaleighGreensboro","9/10/2017",1.57,250327.75
"RaleighGreensboro","9/3/2017",1.54,263532.84
"RaleighGreensboro","8/27/2017",1.47,293278.78
"RaleighGreensboro","8/20/2017",1.42,297724.56
"RaleighGreensboro","8/13/2017",1.39,275406.02
"RaleighGreensboro","8/6/2017",1.29,288674.63
"RaleighGreensboro","7/30/2017",1.31,289052.93
"RaleighGreensboro","7/23/2017",1.31,286761.46
"RaleighGreensboro","7/16/2017",1.3,270590.36
"RaleighGreensboro","7/9/2017",1.25,309542.11
"RaleighGreensboro","7/2/2017",1.22,314536.29
"RaleighGreensboro","6/25/2017",1.24,297426.95
"RaleighGreensboro","6/18/2017",1.34,263858.47
"RaleighGreensboro","6/11/2017",1.3,302596.77
"RaleighGreensboro","6/4/2017",1.43,303913.24
"RaleighGreensboro","5/28/2017",1.41,318497.15
"RaleighGreensboro","5/21/2017",1.39,312273.14
"RaleighGreensboro","5/14/2017",1.33,311498.75
"RaleighGreensboro","5/7/2017",1.33,375498.03
"RaleighGreensboro","4/30/2017",1.44,309256.66
"RaleighGreensboro","4/23/2017",1.4,305014.56
"RaleighGreensboro","4/16/2017",1.44,288117.21
"RaleighGreensboro","4/9/2017",1.45,268332.13
"RaleighGreensboro","4/2/2017",1.39,309926.42
"RaleighGreensboro","3/26/2017",1.41,296660.74
"RaleighGreensboro","3/19/2017",1.39,280949.58
"RaleighGreensboro","3/12/2017",1.42,281539.78
"RaleighGreensboro","3/5/2017",1.32,282098.34
"RaleighGreensboro","2/26/2017",1.21,329592.25
"RaleighGreensboro","2/19/2017",1.27,286847.49
"RaleighGreensboro","2/12/2017",1.18,292605.18
"RaleighGreensboro","2/5/2017",0.97,455798.5
"RaleighGreensboro","1/29/2017",1.26,296249.39
"RaleighGreensboro","1/22/2017",1.14,326997.65
"RaleighGreensboro","1/15/2017",1.27,277248.48
"RaleighGreensboro","1/8/2017",1.22,305194.22
"RaleighGreensboro","1/1/2017",1.18,283434.01
"RichmondNorfolk","12/31/2017",0.83,315463.87
"RichmondNorfolk","12/24/2017",1.19,206250.4
"RichmondNorfolk","12/17/2017",1.13,199747.25
"RichmondNorfolk","12/10/2017",1.04,253167.21
"RichmondNorfolk","12/3/2017",1.02,261784
"RichmondNorfolk","11/26/2017",1.24,163351
"RichmondNorfolk","11/19/2017",1.23,187293
"RichmondNorfolk","11/12/2017",1.26,200521
"RichmondNorfolk","11/5/2017",1.15,250600.37
"RichmondNorfolk","10/29/2017",1.33,217679.03
"RichmondNorfolk","10/22/2017",1.39,206044.77
"RichmondNorfolk","10/15/2017",1.46,211342.84
"RichmondNorfolk","10/8/2017",1.62,159117.57
"RichmondNorfolk","10/1/2017",1.54,205642.56
"RichmondNorfolk","9/24/2017",1.47,206719.88
"RichmondNorfolk","9/17/2017",1.44,200632.61
"RichmondNorfolk","9/10/2017",1.47,192455.24
"RichmondNorfolk","9/3/2017",1.44,208006.98
"RichmondNorfolk","8/27/2017",1.38,215394.7
"RichmondNorfolk","8/20/2017",1.33,224102.83
"RichmondNorfolk","8/13/2017",1.35,214146.34
"RichmondNorfolk","8/6/2017",1.26,234101.85
"RichmondNorfolk","7/30/2017",1.26,229911.14
"RichmondNorfolk","7/23/2017",1.13,266821.34
"RichmondNorfolk","7/16/2017",1.17,267806.51
"RichmondNorfolk","7/9/2017",1.19,257780.31
"RichmondNorfolk","7/2/2017",1.21,257162.16
"RichmondNorfolk","6/25/2017",1.21,251831.45
"RichmondNorfolk","6/18/2017",1.28,245564.59
"RichmondNorfolk","6/11/2017",1.31,248634.5
"RichmondNorfolk","6/4/2017",1.38,261051.5
"RichmondNorfolk","5/28/2017",1.25,288112.58
"RichmondNorfolk","5/21/2017",1.17,271051.35
"RichmondNorfolk","5/14/2017",1.13,257009.92
"RichmondNorfolk","5/7/2017",1.12,365531.86
"RichmondNorfolk","4/30/2017",1.18,285128.95
"RichmondNorfolk","4/23/2017",1.25,262771.53
"RichmondNorfolk","4/16/2017",1.28,251124.14
"RichmondNorfolk","4/9/2017",1.22,260512.01
"RichmondNorfolk","4/2/2017",1.19,288015.28
"RichmondNorfolk","3/26/2017",1.26,258325.55
"RichmondNorfolk","3/19/2017",1.29,250471.76
"RichmondNorfolk","3/12/2017",1.35,254377.74
"RichmondNorfolk","3/5/2017",1.31,230403.88
"RichmondNorfolk","2/26/2017",1.13,281322.06
"RichmondNorfolk","2/19/2017",1.18,241012.17
"RichmondNorfolk","2/12/2017",1.13,255531.24
"RichmondNorfolk","2/5/2017",1,379603.83
"RichmondNorfolk","1/29/2017",1.18,259671.38
"RichmondNorfolk","1/22/2017",1.13,286641.35
"RichmondNorfolk","1/15/2017",1.15,261313.02
"RichmondNorfolk","1/8/2017",1.18,275129.35
"RichmondNorfolk","1/1/2017",1.11,240752.75
"Roanoke","12/31/2017",0.81,194627.58
"Roanoke","12/24/2017",1.09,137679.86
"Roanoke","12/17/2017",1.08,124002.08
"Roanoke","12/10/2017",1.05,137960.99
"Roanoke","12/3/2017",0.99,166540
"Roanoke","11/26/2017",1.16,92146
"Roanoke","11/19/2017",1.09,112603
"Roanoke","11/12/2017",1.19,126496
"Roanoke","11/5/2017",1.08,176421.06
"Roanoke","10/29/2017",1.3,143342.57
"Roanoke","10/22/2017",1.42,115432.53
"Roanoke","10/15/2017",1.49,114826.68
"Roanoke","10/8/2017",1.66,87278.58
"Roanoke","10/1/2017",1.59,112518.2
"Roanoke","9/24/2017",1.51,118080.88
"Roanoke","9/17/2017",1.5,113231.66
"Roanoke","9/10/2017",1.53,110081.14
"Roanoke","9/3/2017",1.45,115506.15
"Roanoke","8/27/2017",1.43,126646.81
"Roanoke","8/20/2017",1.41,123267.26
"Roanoke","8/13/2017",1.38,109713
"Roanoke","8/6/2017",1.29,124119.9
"Roanoke","7/30/2017",1.29,123476.6
"Roanoke","7/23/2017",1.17,141148.36
"Roanoke","7/16/2017",1.16,159919.52
"Roanoke","7/9/2017",1.11,157797.53
"Roanoke","7/2/2017",1.13,156098.42
"Roanoke","6/25/2017",1.15,146132.45
"Roanoke","6/18/2017",1.16,152802.24
"Roanoke","6/11/2017",1.16,155040.89
"Roanoke","6/4/2017",1.23,151097.89
"Roanoke","5/28/2017",1.15,165711.15
"Roanoke","5/21/2017",1.01,172518.2
"Roanoke","5/14/2017",0.99,164928.9
"Roanoke","5/7/2017",1.02,221289.76
"Roanoke","4/30/2017",1.22,162420.79
"Roanoke","4/23/2017",1.24,146324.59
"Roanoke","4/16/2017",1.2,158523.99
"Roanoke","4/9/2017",1.26,145899.12
"Roanoke","4/2/2017",1.15,169374.96
"Roanoke","3/26/2017",1.21,146817.49
"Roanoke","3/19/2017",1.23,141618.19
"Roanoke","3/12/2017",1.26,143644.79
"Roanoke","3/5/2017",1.15,149237.92
"Roanoke","2/26/2017",1.13,153568.21
"Roanoke","2/19/2017",1.12,141558.76
"Roanoke","2/12/2017",1.03,159133.19
"Roanoke","2/5/2017",0.97,212143.72
"Roanoke","1/29/2017",1.13,143828.34
"Roanoke","1/22/2017",1.04,163498.85
"Roanoke","1/15/2017",1.06,158063.43
"Roanoke","1/8/2017",1.13,146072.21
"Roanoke","1/1/2017",0.97,142347.9
"Sacramento","12/31/2017",1.03,578374.5
"Sacramento","12/24/2017",1.14,469533.33
"Sacramento","12/17/2017",1.2,404548.13
"Sacramento","12/10/2017",1.07,474539.47
"Sacramento","12/3/2017",1.17,427791
"Sacramento","11/26/2017",1.45,304942
"Sacramento","11/19/2017",1.45,331472
"Sacramento","11/12/2017",1.23,442150
"Sacramento","11/5/2017",1.36,407622.18
"Sacramento","10/29/2017",1.45,374807.93
"Sacramento","10/22/2017",1.58,337225.47
"Sacramento","10/15/2017",1.68,342218.56
"Sacramento","10/8/2017",1.66,348907.43
"Sacramento","10/1/2017",1.74,318071.39
"Sacramento","9/24/2017",1.7,314818.19
"Sacramento","9/17/2017",1.61,354589.37
"Sacramento","9/10/2017",1.63,361079.39
"Sacramento","9/3/2017",1.79,358168.59
"Sacramento","8/27/2017",1.87,341841.01
"Sacramento","8/20/2017",1.82,331372.05
"Sacramento","8/13/2017",1.44,455886.37
"Sacramento","8/6/2017",1.46,471016.34
"Sacramento","7/30/2017",1.41,503413.12
"Sacramento","7/23/2017",1.46,444230.79
"Sacramento","7/16/2017",1.58,461109.34
"Sacramento","7/9/2017",1.44,505422.37
"Sacramento","7/2/2017",1.55,509256
"Sacramento","6/25/2017",1.5,492249.41
"Sacramento","6/18/2017",1.59,448930.73
"Sacramento","6/11/2017",1.55,440572.26
"Sacramento","6/4/2017",1.61,428553.32
"Sacramento","5/28/2017",1.55,481635.83
"Sacramento","5/21/2017",1.64,403959.96
"Sacramento","5/14/2017",1.56,410450.05
"Sacramento","5/7/2017",1.4,560446.85
"Sacramento","4/30/2017",1.62,391714.3
"Sacramento","4/23/2017",1.6,370499.27
"Sacramento","4/16/2017",1.58,370816.51
"Sacramento","4/9/2017",1.36,431593.41
"Sacramento","4/2/2017",1.58,385734.97
"Sacramento","3/26/2017",1.57,375225.76
"Sacramento","3/19/2017",1.59,372216.08
"Sacramento","3/12/2017",1.61,354782.58
"Sacramento","3/5/2017",1.32,431348.55
"Sacramento","2/26/2017",1.08,499261.3
"Sacramento","2/19/2017",1.2,431830.4
"Sacramento","2/12/2017",1.08,423595.21
"Sacramento","2/5/2017",0.98,808808.87
"Sacramento","1/29/2017",1.08,513293.45
"Sacramento","1/22/2017",0.98,532733.04
"Sacramento","1/15/2017",1.2,469431.68
"Sacramento","1/8/2017",1.15,506805.15
"Sacramento","1/1/2017",0.98,526765.64
"SanDiego","12/31/2017",0.98,619699.65
"SanDiego","12/24/2017",1.17,397332.09
"SanDiego","12/17/2017",0.73,719091.14
"SanDiego","12/10/2017",1.13,442147.66
"SanDiego","12/3/2017",1.08,479566
"SanDiego","11/26/2017",1.24,384465
"SanDiego","11/19/2017",1.25,409476
"SanDiego","11/12/2017",1.16,433591
"SanDiego","11/5/2017",1.04,493425.51
"SanDiego","10/29/2017",1,593934.52
"SanDiego","10/22/2017",1.57,343882.42
"SanDiego","10/15/2017",1.67,322915.64
"SanDiego","10/8/2017",1.83,314828.77
"SanDiego","10/1/2017",1.78,321740.77
"SanDiego","9/24/2017",1.74,330959.91
"SanDiego","9/17/2017",1.71,341162.84
"SanDiego","9/10/2017",1.71,351223.38
"SanDiego","9/3/2017",1.52,402400.31
"SanDiego","8/27/2017",1.79,356447.96
"SanDiego","8/20/2017",1.65,379035.92
"SanDiego","8/13/2017",1.24,499110.51
"SanDiego","8/6/2017",1.34,476535.85
"SanDiego","7/30/2017",1.48,444013.66
"SanDiego","7/23/2017",1.46,455369.95
"SanDiego","7/16/2017",1.48,449543.62
"SanDiego","7/9/2017",1.21,575413.33
"SanDiego","7/2/2017",1.23,584480.72
"SanDiego","6/25/2017",1.05,586241.71
"SanDiego","6/18/2017",1.1,591731.93
"SanDiego","6/11/2017",1.17,522813.2
