"longitude","latitude","housingMedianAge","population","households","medianIncome","medianHouseValue","AveBedrms","AveRooms","AveOccupancy"
-117.35,33.17,36,812,387,36250,198000,1.09302325581395,5.10852713178295,2.09819121447028
-117.36,33.17,24,812,367,23182,500001,1.20435967302452,5.57493188010899,2.2125340599455
-117.37,33.18,19,855,394,26979,266700,1.29187817258883,4.9010152284264,2.17005076142132
-117.37,33.19,23,4729,1187,18214,173800,1.07329401853412,3.45745577085088,3.98399326032013
-117.37,33.19,33,1138,439,28819,208600,1.03189066059226,5.02277904328018,2.59225512528474
-117.37,33.19,18,650,286,19562,192500,1.33566433566434,3.40909090909091,2.27272727272727
-117.37,33.19,38,486,204,41875,185000,1.04411764705882,4.22058823529412,2.38235294117647
-117.38,33.19,35,538,248,24583,197900,1.06451612903226,3.74193548387097,2.16935483870968
-117.38,33.14,14,1298,696,32090,313300,1.97270114942529,7.23994252873563,1.86494252873563
-117.38,33.19,26,1703,895,19891,5e+05,1.27932960893855,4.60670391061453,1.90279329608939
-117.38,33.2,17,1288,426,19386,106300,1.36384976525822,4.40610328638498,3.02347417840376
-117.37,33.2,19,845,319,16318,187500,0.993730407523511,2.90909090909091,2.64890282131661
-117.38,33.19,17,359,118,15625,162500,0.949152542372881,2.99152542372881,3.04237288135593
-117.38,33.2,26,974,317,13903,184400,1.21766561514196,4.50157728706625,3.07255520504732
-117.36,33.2,19,1190,483,13269,166100,1.15320910973085,3.98757763975155,2.46376811594203
-117.36,33.2,19,1323,525,29539,169900,1.07047619047619,4.05523809523809,2.52
-117.36,33.2,26,1405,486,32917,150800,0.991769547325103,5.03497942386831,2.89094650205761
-117.35,33.2,23,1793,622,25754,169700,1.17041800643087,5.30064308681672,2.88263665594855
-117.35,33.21,24,912,298,42500,150300,0.879194630872483,5.32214765100671,3.06040268456376
-117.34,33.21,23,1302,379,40109,145700,0.992084432717678,5.44063324538259,3.4353562005277
-117.35,33.2,32,700,232,39875,142900,0.948275862068966,5.39224137931035,3.01724137931034
-117.34,33.21,12,3015,1124,27386,216100,1.22064056939502,5.30516014234875,2.68238434163701
-117.35,33.19,28,1189,433,51733,198100,1.09930715935335,6.51963048498845,2.7459584295612
-117.34,33.19,23,1533,518,52760,224500,1.06756756756757,6.84555984555985,2.95945945945946
-117.33,33.19,15,1827,796,29716,173600,1.06155778894472,4.61306532663317,2.29522613065327
-117.34,33.19,19,1654,559,57409,274100,0.9391771019678,6.3953488372093,2.95885509838998
-117.29,33.24,5,1823,578,31875,153800,1.09688581314879,5.37889273356401,3.15397923875433
-117.3,33.23,13,1759,806,27650,98500,0.981389578163772,4.49007444168735,2.18238213399504
-117.32,33.23,24,982,569,16402,169300,1.06151142355009,4.53427065026362,1.72583479789104
-117.31,33.24,6,792,265,40469,162400,1.08679245283019,5.9622641509434,2.98867924528302
-117.32,33.22,15,1810,986,24375,108900,1.05375253549696,4.85192697768763,1.83569979716024
-117.33,33.22,21,855,559,27846,91200,1.07692307692308,5.13059033989267,1.52951699463327
-117.32,33.22,16,316,221,27417,91700,1.04977375565611,4.78280542986425,1.42986425339367
-117.33,33.21,17,424,288,22882,85800,1.04166666666667,4.32638888888889,1.47222222222222
-117.3,33.22,4,6666,2612,37568,184100,1.14395099540582,5.72741194486983,2.552067381317
-117.31,33.19,11,8738,3441,43762,215500,1.09067131647777,6.08660273176402,2.53937808776518
-117.29,33.2,16,1428,407,24754,157300,1.13267813267813,5.28255528255528,3.50859950859951
-117.31,33.18,16,599,399,20147,87700,1.07769423558897,4.59899749373434,1.50125313283208
-117.29,33.19,18,4127,1162,30704,151600,1.06110154905336,5.3657487091222,3.55163511187608
-117.28,33.2,20,2983,834,43428,152100,1.02398081534772,5.79736211031175,3.57673860911271
-117.37,33.22,35,1435,462,36760,125600,1.04329004329004,4.77056277056277,3.10606060606061
-117.35,33.23,4,934,277,38958,189800,1.03610108303249,6.63176895306859,3.37184115523466
-117.35,33.21,18,2051,493,26750,117100,1.22920892494929,6.026369168357,4.16024340770791
-117.38,33.21,31,1514,342,26442,103300,1.07309941520468,4.39181286549708,4.42690058479532
-117.37,33.2,29,1425,306,20272,99600,1.01633986928105,4.29738562091503,4.65686274509804
-117.28,33.28,13,4049,940,38156,150700,1.1063829787234,6.52234042553192,4.30744680851064
-117.25,33.3,14,1151,357,63054,359000,0.983193277310924,7.03921568627451,3.22408963585434
-117.26,33.26,9,2582,746,43429,173900,1.06970509383378,6.17828418230563,3.46112600536193
-117.3,33.26,23,1227,264,41713,133800,1.04166666666667,6.35606060606061,4.64772727272727
-117.3,33.25,22,1456,381,37933,131000,1.0997375328084,6.11286089238845,3.82152230971129
-117.31,33.25,14,2140,687,31250,102300,1.11208151382824,5.06986899563319,3.11499272197962
-117.31,33.25,13,1843,674,28558,97100,0.934718100890208,4.56231454005935,2.73442136498516
-117.32,33.25,7,1314,398,48500,186900,1.05527638190955,6.27889447236181,3.30150753768844
-117.32,33.25,7,4399,1423,36301,170900,1.07027406886859,5.76669009135629,3.09135628952916
-117.34,33.23,11,2212,727,31062,141000,1.04126547455296,5.14030261348006,3.04264099037139
-117.33,33.23,15,1130,579,25872,155600,1.02245250431779,5.04145077720207,1.95164075993092
-117.33,33.23,15,1258,388,33300,127900,1.07216494845361,4.90979381443299,3.24226804123711
-117.33,33.24,13,2298,870,29386,143400,1.01264367816092,5.22183908045977,2.64137931034483
-117.42,33.35,14,35682,4769,25729,134400,1.01048437827637,5.2704969595303,7.48207171314741
-117.24,33.34,17,1354,431,45764,257300,1.02552204176334,6.64965197215777,3.1415313225058
-117.22,33.36,16,1351,452,46050,263300,1.06637168141593,7.00221238938053,2.98893805309735
-117.22,33.31,12,1193,394,62475,331300,1.0989847715736,7.42131979695431,3.02791878172589
-117.21,33.34,10,2312,810,54563,325700,1.00864197530864,6.5358024691358,2.85432098765432
-117.19,33.34,15,1104,460,61009,314400,1.06086956521739,7.19565217391304,2.4
-117.17,33.34,15,1022,564,27986,189900,1.20390070921986,5.8741134751773,1.81205673758865
-117.2,33.29,12,2778,1020,40357,295900,1.15882352941176,6.23333333333333,2.72352941176471
-117.17,33.28,16,862,280,51786,376800,1.11428571428571,6.86071428571429,3.07857142857143
-117.25,33.38,16,2007,687,30000,146700,1.11353711790393,5.14701601164483,2.92139737991266
-117.24,33.4,16,1322,424,37857,227000,1.09198113207547,6.37735849056604,3.11792452830189
-117.23,33.38,18,1727,652,28393,173200,1.07975460122699,5.12116564417178,2.64877300613497
-117.24,33.38,16,1696,516,36680,171200,1.01744186046512,5.41085271317829,3.28682170542636
-117.25,33.38,17,1031,389,20956,134400,1.10796915167095,4.14910025706941,2.65038560411311
-117.25,33.39,22,1425,491,23750,137300,1.10590631364562,5.4969450101833,2.90224032586558
-117.26,33.37,7,1440,501,22368,154600,1.0938123752495,4.43313373253493,2.87425149700599
-117.25,33.37,8,1687,511,19950,146900,1.03718199608611,3.43444227005871,3.3013698630137
-117.24,33.37,14,2436,779,45391,180900,1.01797175866496,6.01668806161746,3.12708600770218
-117.24,33.36,11,1250,450,45000,222600,1.06666666666667,6.19111111111111,2.77777777777778
-117.25,33.36,6,2833,915,23214,247000,1.04918032786885,4.07103825136612,3.09617486338798
-117.34,33.46,14,848,304,55395,273300,1.11184210526316,6.25657894736842,2.78947368421053
-117.19,33.41,16,1301,518,40882,296100,1.06949806949807,5.85135135135135,2.51158301158301
-117.14,33.39,17,1931,510,38547,208300,1.15098039215686,5.66470588235294,3.78627450980392
-117.2,33.38,14,2350,810,50507,291500,1.01358024691358,6.65679012345679,2.90123456790123
-117.1,33.36,19,2091,610,32614,168800,1.07868852459016,5.7672131147541,3.42786885245902
-116.95,33.31,16,1838,540,22393,117000,1.18333333333333,5.40925925925926,3.4037037037037
-117.03,33.32,14,601,193,38438,243800,1.08290155440415,5.63730569948186,3.1139896373057
-117.05,33.29,17,891,281,70177,267600,1.11032028469751,6.40569395017794,3.17081850533808
-117.05,33.26,14,1704,539,37644,264700,1.0556586270872,5.7569573283859,3.16141001855288
-117.12,33.27,11,1727,541,49375,232800,1.11090573012939,5.57486136783734,3.19223659889094
-117,33.29,17,573,221,82531,419200,1.41628959276018,9.38009049773756,2.59276018099548
-116.98,33.26,12,3129,945,47647,254100,1.06031746031746,6.24126984126984,3.31111111111111
-116.99,33.2,17,1531,505,31553,250000,1.06732673267327,5.9009900990099,3.03168316831683
-116.9,33.22,11,2012,703,31906,234500,1.09957325746799,5.87766714082504,2.86201991465149
-117.14,33.23,11,918,500,31272,281300,1.658,8.136,1.836
-117.11,33.23,13,2228,866,49335,298100,1.06120092378753,6.71939953810624,2.57274826789838
-117.08,33.23,14,1385,512,41500,272200,1.115234375,6.517578125,2.705078125
-117.2,33.24,12,2106,801,62079,307300,0.973782771535581,6.23220973782772,2.62921348314607
-117.15,33.2,16,1253,393,40328,294600,1.16793893129771,6.84478371501272,3.1882951653944
-117.2,33.2,16,1875,609,55430,286400,1.03284072249589,7.23973727422003,3.07881773399015
-117.22,33.22,17,1693,597,33882,190800,1.12562814070352,6.15577889447236,2.8358458961474
-117.22,33.22,16,1555,560,17217,175000,1.14821428571429,3.81071428571429,2.77678571428571
-117.22,33.22,15,704,322,19571,162500,1.06521739130435,4.44099378881988,2.18633540372671
-117.23,33.24,26,1014,304,43068,240100,1.08552631578947,6.54934210526316,3.33552631578947
-117.24,33.23,13,1767,614,40776,196000,1.05537459283388,6.11726384364821,2.87785016286645
-117.24,33.23,21,1194,312,34359,150900,0.987179487179487,5.50641025641026,3.82692307692308
-117.23,33.23,13,1946,579,29875,172000,1.13471502590674,5.00690846286701,3.36096718480138
-117.23,33.22,18,962,557,18080,97000,1.02872531418312,4.1903052064632,1.72710951526032
-117.23,33.22,16,1036,608,20246,148800,1.19901315789474,5.30263157894737,1.70394736842105
-117.24,33.22,20,1173,349,41316,162500,0.95702005730659,5.62177650429799,3.36103151862464
-117.24,33.21,9,1938,525,21293,151400,1.19238095238095,4.7352380952381,3.69142857142857
-117.23,33.21,34,348,127,41250,164600,0.850393700787402,4.28346456692913,2.74015748031496
-117.25,33.25,6,2997,1029,46187,205000,0.965014577259475,5.98639455782313,2.91253644314869
-117.27,33.23,5,9690,3510,41405,198500,1.12051282051282,5.95669515669516,2.76068376068376
-117.27,33.22,5,999,325,50249,196700,1.03692307692308,7.02461538461538,3.07384615384615
-117.27,33.22,16,470,313,18849,90800,0.993610223642173,4.53674121405751,1.50159744408946
-117.28,33.22,13,1065,531,23844,98600,1.02071563088512,5.33333333333333,2.00564971751412
-117.27,33.21,5,3161,1012,44531,177500,0.984189723320158,5.69565217391304,3.12351778656126
-117.25,33.22,26,1160,331,39815,142600,1.04833836858006,6.07250755287009,3.50453172205438
-117.25,33.22,19,1654,435,35000,135800,1.0183908045977,4.9816091954023,3.80229885057471
-117.26,33.21,26,1325,427,30197,136000,0.955503512880562,4.46370023419204,3.10304449648712
-117.28,33.2,11,1012,285,42100,175600,0.91578947368421,5.16491228070175,3.55087719298246
-117.27,33.2,23,1360,404,42054,150700,0.938118811881188,5.30940594059406,3.36633663366337
-117.26,33.2,13,1675,629,28214,121900,1.15262321144674,5.02861685214626,2.66295707472178
-117.27,33.2,34,978,332,43542,156900,0.969879518072289,5.57831325301205,2.94578313253012
-117.27,33.19,8,663,209,27240,139300,1.38277511961722,4.6555023923445,3.17224880382775
-117.28,33.19,5,1633,580,34456,165800,1.10172413793103,4.65,2.81551724137931
-117.25,33.21,9,1992,453,20660,127200,1.07726269315673,4.29139072847682,4.39735099337748
-117.24,33.21,19,1859,446,21875,121700,1.09641255605381,4.19730941704036,4.16816143497758
-117.24,33.21,18,1581,387,30982,111300,1.08268733850129,4.77002583979328,4.08527131782946
-117.24,33.2,25,1045,386,24505,147500,1.07512953367876,4.22538860103627,2.70725388601036
-117.24,33.2,26,989,367,25119,171700,1.1008174386921,4.63487738419619,2.69482288828338
-117.25,33.2,22,1472,596,20625,124500,1.03691275167785,3.96140939597315,2.46979865771812
-117.25,33.2,10,1302,471,27961,131300,1.00424628450106,4.35244161358811,2.76433121019108
-117.25,33.21,13,1035,293,26339,117000,0.996587030716723,4.10580204778157,3.53242320819113
-117.23,33.21,21,861,381,36181,213800,1.01312335958005,5.0761154855643,2.25984251968504
-117.22,33.21,19,1901,735,36375,198800,1.1265306122449,5.98639455782313,2.58639455782313
-117.22,33.2,31,801,292,44844,205500,0.948630136986301,5.94520547945205,2.74315068493151
-117.23,33.2,29,1770,693,35109,166000,1.03896103896104,4.86580086580087,2.55411255411255
-117.23,33.2,21,999,356,48929,212500,1.01123595505618,6.41573033707865,2.8061797752809
-117.21,33.2,22,1288,466,50400,253700,1.11158798283262,7.16094420600858,2.76394849785408
-117.22,33.19,16,1948,606,27019,216900,1.08250825082508,4.95709570957096,3.21452145214521
-117.27,33.18,4,1481,627,29133,215700,1.23285486443381,5.37639553429027,2.36204146730463
-117.26,33.19,4,1518,545,29469,216100,1.09174311926605,4.29724770642202,2.78532110091743
-117.26,33.19,2,1044,522,42361,158500,0.975095785440613,5.03639846743295,2
-117.25,33.19,18,830,279,45764,207000,1.09677419354839,6.77777777777778,2.97491039426523
-117.24,33.19,19,1035,352,29191,159400,0.997159090909091,4.45738636363636,2.94034090909091
-117.23,33.19,22,1147,422,36346,192500,1.05924170616114,6.0521327014218,2.71800947867299
-117.24,33.18,19,1646,554,50195,200200,1.01985559566787,6.02346570397112,2.97111913357401
-117.3,33.17,6,3760,1460,41807,182600,1.05,5.3972602739726,2.57534246575342
-117.32,33.17,18,828,283,42383,239000,1.0565371024735,7.57243816254417,2.92579505300353
-117.31,33.17,7,809,282,55520,283900,1.1063829787234,8.32978723404255,2.86879432624113
-117.31,33.16,4,2282,801,55956,247800,1.11610486891386,7.29837702871411,2.84893882646692
-117.31,33.16,17,781,281,56605,224400,0.935943060498221,6.06405693950178,2.77935943060498
-117.29,33.18,15,1632,721,27644,111400,1.09847434119279,5.24271844660194,2.26352288488211
-117.29,33.18,17,436,168,31667,160600,1.04761904761905,4.88690476190476,2.5952380952381
-117.28,33.18,16,842,538,21205,157300,1.09851301115242,5.57992565055762,1.56505576208178
-117.28,33.18,14,384,126,62096,178100,0.936507936507937,5.36507936507936,3.04761904761905
-117.26,33.18,9,2235,746,45781,225600,1.06300268096515,6.0857908847185,2.99597855227882
-117.27,33.15,4,10877,3958,46357,244900,1.04471955533098,6.0421930267812,2.74810510358767
-117.29,33.15,11,952,448,40625,87500,0.993303571428571,5.71428571428571,2.125
-117.24,33.17,4,3925,1672,42826,237500,1.12081339712919,5.97966507177034,2.34748803827751
-117.22,33.17,6,810,322,36250,135700,1.12422360248447,4.61801242236025,2.51552795031056
-117.23,33.16,4,1164,582,40000,228100,1.07388316151203,5.2680412371134,2
-117.23,33.16,2,2091,808,36736,214500,1.17079207920792,5.72277227722772,2.58787128712871
-117.22,33.18,13,2328,801,33444,183900,1.10611735330836,5.33458177278402,2.9063670411985
-117.21,33.17,16,1446,362,37500,163800,0.997237569060773,4.93646408839779,3.99447513812155
-117.21,33.19,21,1722,593,48152,218500,1.03204047217538,6.34907251264756,2.90387858347386
-117.19,33.18,7,1921,657,41128,209700,1.09893455098935,5.42009132420091,2.92389649923896
-117.21,33.16,13,1246,579,26487,196000,1.20552677029361,5.07253886010363,2.15198618307427
-117.2,33.16,13,3094,1091,23159,91600,1.04216315307058,4.12740604949588,2.83593033913841
-117.2,33.15,11,1927,765,30139,199000,1.12941176470588,5.34771241830065,2.51895424836601
-117.2,33.14,19,1663,403,38147,139200,1.0272952853598,5.02481389578164,4.12655086848635
-117.22,33.14,5,2314,705,50123,210400,1.20283687943262,6.49078014184397,3.2822695035461
-117.21,33.14,12,1708,952,28586,163300,1.00210084033613,5.08298319327731,1.79411764705882
-117.21,33.13,15,754,409,22278,132800,0.899755501222494,4.61858190709046,1.84352078239609
-117.17,33.18,25,426,137,30221,214300,0.839416058394161,4.35036496350365,3.10948905109489
-117.18,33.16,15,3943,1006,31793,159900,1.19880715705765,5.88767395626243,3.91948310139165
-117.15,33.16,5,2726,905,35839,158500,1.06298342541436,5.24861878453039,3.0121546961326
-117.14,33.16,16,733,214,56874,202700,1.10280373831776,7.75700934579439,3.42523364485981
-117.13,33.15,15,997,390,34833,193200,0.976923076923077,5.74615384615385,2.55641025641026
-117.14,33.15,17,702,192,55696,168400,0.947916666666667,5.984375,3.65625
-117.14,33.15,16,758,178,50346,174600,1.1123595505618,6.34269662921348,4.25842696629214
-117.15,33.14,15,470,217,23062,158900,0.95852534562212,4.93087557603687,2.16589861751152
-117.13,33.15,16,1759,663,31776,172600,1.01206636500754,5.89291101055807,2.65309200603318
-117.13,33.14,16,993,277,48526,170700,1.00361010830325,5.95306859205776,3.58483754512635
-117.13,33.14,5,1320,512,41053,171400,1.052734375,5.11328125,2.578125
-117.12,33.14,16,1025,267,41641,163600,1.0187265917603,6.40449438202247,3.83895131086142
-117.12,33.14,12,1211,396,38967,172600,1.03030303030303,5.96717171717172,3.05808080808081
-117.13,33.14,12,1147,433,40495,153900,1.05311778290993,5.21478060046189,2.64896073903002
-117.19,33.14,12,1677,728,23267,92000,1.26785714285714,5.01648351648352,2.30357142857143
-117.18,33.15,7,5410,1580,23200,117500,1.06518987341772,3.93987341772152,3.42405063291139
-117.21,33.13,19,912,554,37750,168000,1.07581227436823,5.53790613718412,1.64620938628159
-117.2,33.12,18,1473,675,51194,247800,1.09037037037037,6.47703703703704,2.18222222222222
-117.21,33.12,4,926,561,43672,258900,1.22816399286988,5.81283422459893,1.650623885918
-117.18,33.11,16,1197,552,51814,279900,1.08876811594203,6.28623188405797,2.16847826086957
-117.25,33.12,8,3335,1323,53110,255800,1.08616780045351,6.46409674981104,2.52078609221466
-117.24,33.11,10,1410,557,60336,240300,0.978456014362657,6.26032315978456,2.53141831238779
-117.23,33.1,4,685,248,77450,237400,1.17338709677419,7.50806451612903,2.76209677419355
-117.25,33.1,14,1176,614,39464,171900,1.17263843648208,5.98697068403909,1.91530944625407
-117.26,33.09,22,349,169,70423,500001,2.40828402366864,14.189349112426,2.06508875739645
-117.26,33.09,13,1335,603,41667,227100,1.2620232172471,6.18573797678275,2.21393034825871
-117.23,33.09,7,2015,768,63373,279600,1.11328125,6.92708333333333,2.62369791666667
-117.25,33.08,13,1311,435,75402,340300,1.06896551724138,8.39310344827586,3.01379310344828
-117.25,33.08,14,3097,1014,66170,285200,0.998027613412229,7.10848126232742,3.05424063116371
-117.26,33.08,12,1958,716,53905,299600,1.13687150837989,7.09497206703911,2.73463687150838
-117.09,33.13,9,3773,1250,30426,129900,1.1536,4.548,3.0184
-117.08,33.14,15,827,239,43846,154200,1.04602510460251,6.26359832635983,3.4602510460251
-117.08,33.14,11,921,294,42357,160900,0.993197278911565,4.86394557823129,3.13265306122449
-117.07,33.14,16,1683,408,47426,160600,1.05147058823529,6.24019607843137,4.125
-117.07,33.15,17,936,287,51842,157700,1.03484320557491,6.59581881533101,3.26132404181185
-117.06,33.15,24,1158,360,47941,147500,1.05277777777778,5.98611111111111,3.21666666666667
-117.11,33.19,15,1656,429,50461,222400,1.13752913752914,7.35198135198135,3.86013986013986
-117.03,33.18,17,2732,830,51771,212800,1.06746987951807,6.49518072289157,3.29156626506024
-117.06,33.17,4,2844,950,44477,174800,1.02526315789474,5.75263157894737,2.99368421052632
-117.1,33.17,12,1226,428,54819,183800,0.962616822429907,5.75934579439252,2.86448598130841
-117.08,33.16,11,2697,977,48554,206700,1.05424769703173,6.49027635619243,2.76049129989765
-117.07,33.15,15,1231,503,32024,180400,1.03777335984095,5.95228628230616,2.44731610337972
-117.08,33.14,19,1444,503,35462,156800,0.982107355864811,5.22664015904573,2.87077534791252
-117.09,33.15,13,1981,840,34764,137500,1.0297619047619,4.71190476190476,2.35833333333333
-117.07,33.13,17,4526,1474,26152,135300,1.10719131614654,4.62483039348711,3.07055630936228
-117.07,33.13,33,612,176,21786,137500,0.9375,3.15340909090909,3.47727272727273
-117.06,33.14,27,2447,717,38185,137200,0.940027894002789,5.32635983263598,3.41283124128312
-117.05,33.13,20,5370,1838,23762,98500,1.10718171926007,4.21436343852013,2.92165397170838
-117.04,33.15,15,6583,2789,28247,150000,1.0354965937612,4.95302975977053,2.36034420939405
-117.05,33.14,16,2737,1051,22500,136300,1.10941960038059,4.33111322549952,2.60418648905804
-117.06,33.13,12,4854,1957,28015,143500,1.08022483392948,4.46704138988247,2.48032703117016
-117.08,33.13,17,7014,2267,21437,113700,1.15924128804588,3.73445081605646,3.09395677106308
-117.08,33.12,43,107,48,7054,137500,0.916666666666667,2.22916666666667,2.22916666666667
-117.11,33.15,14,2916,1295,47019,191100,1.08648648648649,6.46640926640927,2.25173745173745
-117.1,33.15,5,1398,581,31467,161100,1.1790017211704,5.43717728055077,2.40619621342513
-117.12,33.15,7,1564,457,44655,182800,1.01531728665208,6.14879649890591,3.42231947483589
-117.14,33.18,11,2300,970,37109,199800,1.00412371134021,5.71752577319588,2.37113402061856
-117.1,33.14,7,4917,2424,23171,159500,1.06270627062706,4.39975247524752,2.02846534653465
-117.11,33.14,10,1395,582,34455,190500,1.09278350515464,5.51202749140893,2.39690721649485
-117.14,33.12,7,2662,923,49005,264000,1.1180931744312,6.63705308775731,2.88407367280607
-117.13,33.13,17,1123,699,20820,80000,0.932761087267525,4.52646638054363,1.6065808297568
-117.11,33.12,46,59,13,38750,2e+05,1,4,4.53846153846154
-117.1,33.12,12,315,201,8130,275000,1.70149253731343,4.78109452736318,1.56716417910448
-117.11,33.11,17,1167,647,22875,132400,0.969088098918083,4.08191653786708,1.80370942812983
-117.14,33.07,12,4074,1504,43513,199600,1.06582446808511,6.18484042553191,2.70877659574468
-117.12,33.07,45,363,177,36389,186600,1.32768361581921,5.83050847457627,2.05084745762712
-117.1,33.07,16,1080,365,86803,347300,0.920547945205479,6.58082191780822,2.95890410958904
-117.07,33.07,8,1045,340,85957,444100,1.00882352941176,8.10588235294118,3.07352941176471
-117.1,33.09,5,5640,1997,44375,353000,1.08262393590386,6.03154732098147,2.8242363545318
-117.08,33.08,23,1383,488,49844,249100,1.02663934426229,6.9672131147541,2.83401639344262
-117.09,33.1,21,1387,499,38292,177000,1.08016032064128,5.76352705410822,2.77955911823647
-117.08,33.09,23,1988,658,47566,178300,0.948328267477204,5.7629179331307,3.02127659574468
-117.09,33.12,11,620,163,25284,122500,1.12883435582822,3.47852760736196,3.80368098159509
-117.08,33.11,31,1301,331,25331,115100,0.978851963746224,4.09667673716012,3.93051359516616
-117.08,33.11,28,1556,563,22000,127700,1.03907637655417,3.71936056838366,2.76376554174067
-117.09,33.11,32,891,286,31429,171600,1.12237762237762,5.98951048951049,3.11538461538462
-117.08,33.12,37,823,229,18363,145500,1.1703056768559,4.62882096069869,3.5938864628821
-117.07,33.11,31,1326,427,30915,139900,1.10772833723653,4.81264637002342,3.10538641686183
-117.08,33.11,31,1669,463,22146,116700,0.958963282937365,3.95680345572354,3.60475161987041
-117.08,33.12,33,565,188,18750,114300,1.1063829787234,3.58510638297872,3.00531914893617
-117.07,33.12,21,2818,900,31458,187700,1.03,5.08666666666667,3.13111111111111
-117.07,33.12,32,1224,461,27216,146300,1.0824295010846,5.36659436008677,2.65509761388286
-117.07,33.12,12,1251,529,24122,127000,1.13232514177694,4.63705103969754,2.3648393194707
-117.07,33.11,17,3004,1139,30054,142300,1.08604038630378,4.88586479367867,2.63740122914838
-117.06,33.09,11,3516,1261,40484,262500,1.01189532117367,5.93417922283902,2.78826328310864
-117.03,33.13,15,3555,1118,47022,172800,1.05992844364937,6.26118067978533,3.17978533094812
-116.97,33.13,10,2177,783,67957,287500,1.08684546615581,6.57598978288633,2.78033205619413
-117.05,33.13,17,1118,369,42813,169900,1.00813008130081,6.46341463414634,3.02981029810298
-117.05,33.11,18,2095,677,54786,223500,0.948301329394387,6.48892171344165,3.09453471196455
-117.05,33.13,22,1099,362,52323,167500,1.07734806629834,6.70441988950276,3.03591160220994
-117.05,33.1,13,2119,662,61868,320200,1.12688821752266,8.33232628398792,3.20090634441088
-117.03,33.12,25,1286,419,54663,248300,1.06443914081146,7.49880668257757,3.06921241050119
-117.04,33.09,16,1902,566,61834,335600,1.02650176678445,8.26325088339223,3.36042402826855
-116.93,33.06,16,1628,535,48836,239900,1.01869158878505,6.52336448598131,3.04299065420561
-116.89,32.99,14,1448,452,50278,210900,1.10840707964602,6.23008849557522,3.20353982300885
-116.95,32.96,18,992,329,45000,222600,1.07294832826748,6.3434650455927,3.01519756838906
-116.84,33.08,15,1474,460,40408,225900,1.12826086956522,5.98913043478261,3.20434782608696
-116.77,33.08,13,737,279,55842,239100,0.931899641577061,5.03942652329749,2.6415770609319
-116.78,33,7,5102,1697,55102,221000,1.14672952268709,7.35415439010018,3.00648202710666
-116.84,33.01,5,2592,797,54155,199200,1.07277289836888,7.11794228356336,3.25219573400251
-116.88,33.05,11,4197,1502,28827,166700,1.05392809587217,4.80492676431425,2.79427430093209
-116.88,33.02,16,1818,529,52596,171500,1.0226843100189,6.05671077504726,3.43667296786389
-116.9,33.03,11,1975,579,34750,167200,1.09499136442142,5.54922279792746,3.41105354058722
-116.86,33.05,17,5030,1596,36348,164500,1.05827067669173,5.66666666666667,3.1516290726817
-116.86,33.02,17,251,69,46518,170200,0.985507246376812,5.81159420289855,3.63768115942029
-116.84,33.02,11,645,198,56674,209800,1.02020202020202,6.1969696969697,3.25757575757576
-116.74,33.33,17,1802,673,24744,158200,1.40564635958395,6.2258543833581,2.67756315007429
-116.68,33.16,26,1001,324,21797,156300,1.15432098765432,5.61728395061728,3.08950617283951
-116.6,33.06,23,612,258,27813,172900,1.41472868217054,6.7093023255814,2.37209302325581
-116.58,33.09,36,334,126,30089,134400,1.77777777777778,7.87301587301587,2.65079365079365
-116.56,33.05,15,536,209,41250,148200,1.72727272727273,9.49760765550239,2.56459330143541
-116.61,33.04,11,616,269,38750,198100,2,9.37546468401487,2.28996282527881
-116.66,33.09,24,532,188,15909,221900,1.4468085106383,7.32978723404255,2.82978723404255
-116.67,32.97,16,120,43,53590,193800,1.72093023255814,8.11627906976744,2.7906976744186
-116.52,32.9,18,1754,656,45700,189900,1.29878048780488,6.78963414634146,2.67378048780488
-116.34,33.36,24,731,295,33214,176400,1.74237288135593,9.30847457627119,2.47796610169492
-116.32,33.28,19,327,185,33625,1e+05,1.98378378378378,9.68108108108108,1.76756756756757
-116.26,33.07,17,452,184,19875,83700,1.54347826086957,5.07608695652174,2.45652173913043
-116.28,32.84,18,194,69,25179,58800,1.85507246376812,5.53623188405797,2.81159420289855
-116.37,33.19,12,1289,570,25795,98700,2.02105263157895,8.57894736842105,2.26140350877193
-116.58,32.69,19,2133,718,29190,116500,1.22005571030641,5.68941504178273,2.97075208913649
-116.45,32.65,22,1644,516,21949,127100,1.24612403100775,5.1937984496124,3.18604651162791
-116.35,32.74,16,1046,367,17137,110700,1.65122615803815,7.0708446866485,2.85013623978202
-116.2,32.64,28,567,254,14648,61800,1.61023622047244,6.33070866141732,2.23228346456693
-116.75,32.85,17,2266,769,42321,217400,1.09882964889467,6.32379713914174,2.94668400520156
-116.79,32.84,12,1891,721,35769,231800,1.09015256588072,5.9375866851595,2.62274618585298
-116.76,32.84,16,1627,624,31196,187200,1.125,5.30608974358974,2.60737179487179
-116.77,32.82,16,1969,767,28750,222900,1.0651890482399,4.80834419817471,2.56714471968709
-116.75,32.82,17,1222,443,66361,308600,1.08577878103837,7.55756207674944,2.75846501128668
-116.8,32.8,11,1672,546,61481,274600,1.03479853479853,7.09523809523809,3.06227106227106
-116.62,32.86,18,2032,745,40159,169100,1.13691275167785,5.52348993288591,2.72751677852349
-116.66,32.79,13,918,152,62152,240600,1.03289473684211,5.54605263157895,6.03947368421053
